Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,270.3,235.6,34.66,0,87.18,6.575,13.07,53.92,60.6,6.914,4.778,11.69,40.86,12.38,55.41,71.43
COMP2,191.6,162.7,28.91,0,84.91,5.485,10.9,37.24,44.47,5.619,5.645,11.26,50.12,19.41,53.98,75.92
IHX,195,146.2,48.85,0,74.95,9.267,18.42,66.31,70.43,16.61,1.447,18.06,8.015,41.71,94.46,133.9
MOT1,284.5,270.3,14.23,0,95,2.699,5.363,51.75,53.92,2.587,1.392,3.979,34.97,4.195,50.52,55.41
MOT2,201.7,191.6,10.09,0,95,1.913,3.802,36.69,37.24,1.834,0,1.834,0,1.505,50.52,53.98
SNK_HX,272.9,261.9,11.02,0,95.96,2.091,4.155,102.4,106.6,4.134,3.609,7.743,46.61,8.498,104.2,113
SRC_HX,52.09,3.499e-07,52.09,0,6.718e-07,9.883,19.64,13.77,17.88,13.77,1.254,15.03,8.344,inf,73.44,1.419e+10
VAL1,40.62,11.21,29.4,0,27.61,5.578,11.09,12.16,13.77,8.804,0,8.804,0,310.1,83.18,341.1
VAL2,35.99,,35.99,0,,6.828,13.57,12.55,,12.55,0,12.55,0,inf,96.88,
TOT,527.1,261.9,265.2,0,49.68,50.32,100,88.44,106.6,44.5,18.13,62.63,28.94,142.5,46.61,113
