Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,328.5,276.8,51.72,0,84.26,9.123,16.96,63.77,73.09,10.04,6.665,16.71,39.9,14.6,53.93,73.36
COMP2,191.6,162.7,28.91,0,84.91,5.1,9.478,37.2,44.33,5.613,5.645,11.26,50.14,19.15,53.93,75.68
IHX,171.2,146.2,24.99,0,85.4,4.409,8.194,81.16,84.25,11.85,1.812,13.66,13.26,21.56,131.7,160.1
MOT1,345.8,328.5,17.29,0,95,3.05,5.668,62.89,63.77,3.144,0,3.144,0,1.406,50.52,53.93
MOT2,201.7,191.6,10.09,0,95,1.779,3.306,36.69,37.2,1.834,0,1.834,0,1.406,50.52,53.93
SNK_HX,272.9,261.9,11.02,0,95.96,1.944,3.613,114.8,119,4.637,3.609,8.246,43.77,7.996,116.9,126.2
SRC_HX,29.42,1.166e-06,29.42,0,3.962e-06,5.189,9.644,46.24,49.42,46.24,1.675,47.92,3.495,inf,436.7,1.178e+10
VAL1,105.6,10,95.6,0,9.47,16.86,31.34,41.35,46.24,37.43,0,37.43,0,1081,108.8,1284
VAL2,35.99,,35.99,0,,6.349,11.8,13.76,,13.76,0,13.76,0,inf,106.2,
TOT,566.9,261.9,305,0,46.19,53.81,100,99.58,119,53.58,19.41,72.99,26.59,158.7,48.79,126.2
