Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,180.3,151.2,29.09,0,83.86,6.276,13.13,36.15,44.7,5.833,3.544,9.377,37.8,23.66,55.7,82.13
COMP2,206.6,174.7,31.93,0,84.55,6.89,14.41,41.44,52.62,6.404,5.689,12.09,47.04,27,55.7,83.67
IHX,148.7,123,25.73,0,82.7,5.551,11.61,41.42,50.41,7.164,4.562,11.73,38.91,47.17,77.35,113.8
MOT1,189.8,180.3,9.488,0,95,2.047,4.281,34.51,36.15,1.726,0,1.726,0,4.734,50.52,55.7
MOT2,217.5,206.6,10.88,0,95,2.347,4.908,39.56,41.44,1.978,0,1.978,0,4.734,50.52,55.7
SNK_HX,253.7,241.9,11.82,0,95.34,2.551,5.335,88.27,94.02,4.114,3.715,7.829,47.45,11.72,96.65,108
SRC_HX,56.21,32.16,24.05,0,57.21,5.189,10.85,-2.498e-14,6.575,-1.069e-14,2.434,2.434,100,inf,-1.234e-13,56.79
VAL1,34.59,,34.59,0,,7.464,15.61,9.858,,9.858,0,9.858,0,inf,79.15,
VAL2,44.02,,44.02,0,,9.498,19.87,14.77,,14.77,0,14.77,0,inf,93.17,
TOT,463.5,241.9,221.6,0,52.19,47.81,100,74.08,94.02,35.42,19.94,55.36,36.02,143.2,44.4,108
