Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,177.3,148.7,28.57,0,83.89,4.971,10.2,36.74,48.87,5.919,3.582,9.501,37.7,33.02,57.56,91.27
COMP2,326.9,278.8,48.14,0,85.28,8.377,17.18,67.74,90.23,9.974,8.085,18.06,44.77,33.2,57.56,89.9
IHX,123.6,101.4,22.2,0,82.04,3.863,7.924,43.94,54.71,7.893,4.122,12.02,34.31,51.76,98.76,149.9
MOT1,186.6,177.3,9.331,0,95,1.624,3.331,33.95,36.74,1.697,0,1.697,0,8.226,50.52,57.56
MOT2,344.1,326.9,17.21,0,95,2.994,6.142,62.59,67.74,3.13,0,3.13,0,8.226,50.52,57.56
SNK_HX,290.4,280.1,10.32,0,96.45,1.795,3.682,111.4,118.1,3.959,3.524,7.483,47.09,9.834,106.6,117.1
SRC_HX,29.45,11.17,18.28,0,37.93,3.181,6.524,-1.499e-13,7.672,-9.303e-14,2.203,2.203,100,inf,-1.414e-12,190.8
VAL1,36.3,,36.3,0,,6.317,12.96,12.59,,12.59,0,12.59,0,inf,96.37,
VAL2,89.81,,89.81,0,,15.63,32.06,33.5,,33.5,0,33.5,0,inf,103.6,
TOT,574.7,280.1,280.1,14.46,48.73,48.75,100,96.54,118.1,47.06,21.52,68.58,31.37,150.9,46.66,117.1
