f1,f2,pair,ls,T_src,T_steam,epsilon_old,epsilon_new,d_eps_pp,E_F [kW]_old,E_F [kW]_new,E12_kW,E_P [kW],E_D [kW],c_P [EUR/GJ],COP
R290,R600a,R290/R600a,0.5,40.0,120.0,0.453,0.465,1.200000000000001,618.59,602.65,15.940000000000055,280.06,322.59,126.314,1.916
R1270,R600,R1270/R600,0.5,30.0,120.0,0.469,0.471,0.20000000000000018,597.25,594.09,3.159999999999968,280.06,314.03,126.374,1.886
R1270,R600,R1270/R600,0.3,30.0,120.0,0.475,0.478,0.30000000000000027,589.11,585.98,3.1299999999999955,280.06,305.92,126.669,1.913
R290,R600,R290/R600,0.5,30.0,120.0,0.472,0.475,0.30000000000000027,592.91,589.76,3.1499999999999773,280.06,309.7,127.018,1.9
R717,R600a,R717/R600a,0.4,30.0,120.0,0.463,0.466,0.30000000000000027,604.74,601.55,3.1900000000000546,280.06,321.49,127.472,1.862
R290,R600,R290/R600,0.3,30.0,120.0,0.477,0.479,0.20000000000000018,587.27,584.15,3.1200000000000045,280.06,304.09,127.556,1.919
R717,R600,R717/R600,0.4,20.0,120.0,0.476,0.476,0.0,588.54,588.54,0.0,280.06,297.27,127.843,1.88
R1270,R600a,R1270/R600a,0.3,40.0,120.0,0.444,0.456,1.200000000000001,630.5,614.14,16.360000000000014,280.06,334.08,128.206,1.877
R290,R600a,R290/R600a,0.3,40.0,120.0,0.446,0.458,1.200000000000001,627.83,611.57,16.25999999999999,280.06,331.51,129.173,1.886
R717,R600a,R717/R600a,0.5,20.0,120.0,0.455,0.455,0.0,615.76,615.76,0.0,280.06,325.26,131.728,1.797
R717,R600,R717/R600,0.3,20.0,120.0,0.457,0.457,0.0,613.09,613.09,0.0,280.06,322.52,132.838,1.805
R1270,R600,R1270/R600,0.4,20.0,120.0,0.456,0.456,0.0,613.94,613.94,0.0,280.06,323.39,133.171,1.802
R1270,R600a,R1270/R600a,0.5,30.0,120.0,0.443,0.446,0.30000000000000027,631.56,628.23,3.3299999999999272,280.06,348.17,133.351,1.781
R1270,R600,R1270/R600,0.5,20.0,120.0,0.451,0.451,0.0,620.98,620.98,0.0,280.06,330.62,133.625,1.782
R1270,R600a,R1270/R600a,0.4,30.0,120.0,0.442,0.445,0.30000000000000027,633.01,629.67,3.340000000000032,280.06,349.61,134.188,1.777
R290,R600a,R290/R600a,0.5,30.0,120.0,0.446,0.449,0.30000000000000027,627.42,624.11,3.3099999999999454,280.06,344.05,134.265,1.793
R290,R600,R290/R600,0.4,20.0,120.0,0.457,0.457,0.0,612.41,612.41,0.0,280.06,321.82,134.354,1.807
R290,R600,R290/R600,0.5,20.0,120.0,0.453,0.453,0.0,618.73,618.73,0.0,280.06,328.31,134.892,1.788
R717,R600a,R717/R600a,0.3,30.0,120.0,0.437,0.44,0.30000000000000027,640.52,637.13,3.3899999999999864,280.06,357.07,135.276,1.756
R290,R600a,R290/R600a,0.4,30.0,120.0,0.444,0.447,0.30000000000000027,630.46,627.13,3.330000000000041,280.06,347.07,135.324,1.784
R1270,R600,R1270/R600,0.3,20.0,120.0,0.448,0.448,0.0,625.69,625.69,0.0,280.06,335.46,137.22,1.768
R290,R600,R290/R600,0.3,20.0,120.0,0.448,0.448,0.0,624.54,624.54,0.0,280.06,334.28,138.329,1.771
R717,R600a,R717/R600a,0.4,20.0,120.0,0.433,0.433,0.0,647.36,647.36,0.0,280.06,357.71,138.448,1.709
R1270,R600a,R1270/R600a,0.3,30.0,120.0,0.428,0.43,0.20000000000000018,655.06,651.58,3.4799999999999045,280.06,371.51,139.535,1.716
R290,R600a,R290/R600a,0.3,30.0,120.0,0.429,0.431,0.20000000000000018,653.39,649.92,3.4700000000000273,280.06,369.86,140.857,1.721
R1270,R600a,R1270/R600a,0.5,20.0,120.0,0.425,0.425,0.0,659.74,659.74,0.0,280.06,370.4,141.255,1.677
R290,R600a,R290/R600a,0.5,20.0,120.0,0.426,0.426,0.0,657.58,657.58,0.0,280.06,368.19,142.757,1.682
R1270,R600a,R1270/R600a,0.4,20.0,120.0,0.418,0.418,0.0,669.79,669.79,0.0,280.06,380.7,143.928,1.651
R290,R600a,R290/R600a,0.4,20.0,120.0,0.419,0.419,0.0,668.36,668.36,0.0,280.06,379.23,145.424,1.655
R717,R600a,R717/R600a,0.3,20.0,120.0,0.405,0.405,0.0,691.93,691.93,0.0,280.06,403.37,147.15,1.598
R1270,R600a,R1270/R600a,0.3,20.0,120.0,0.399,0.399,0.0,702.42,702.42,0.0,280.06,414.12,151.883,1.574
R290,R600a,R290/R600a,0.3,20.0,120.0,0.399,0.399,0.0,701.4,701.4,0.0,280.06,413.07,153.169,1.577
