Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,184.6,160.3,24.33,0,86.82,3.722,6.702,39.34,50.97,5.186,4.624,9.81,47.13,29.56,59.2,88.35
COMP2,434.6,370.9,63.7,0,85.34,9.742,17.54,89.8,117,13.16,8.821,21.98,40.13,30.25,57.39,87.59
IHX,116.8,80.55,36.27,0,68.95,5.548,9.991,37.16,49.81,11.54,2.208,13.75,16.06,94.42,88.35,171.8
MOT1,194.1,184.4,9.703,0,95,1.484,2.673,35.3,39.18,1.765,1.085,2.85,38.08,10.99,50.52,59.03
MOT2,457.5,434.6,22.87,0,95,3.498,6.3,83.21,89.8,4.16,0,4.16,0,7.916,50.52,57.39
SNK_HX,290.7,280.1,10.64,0,96.34,1.627,2.93,108.5,115.5,3.971,3.959,7.929,49.92,10.51,103.7,114.6
SRC_HX,25.93,8.418,17.52,0,32.46,2.679,4.825,18.62,25.39,12.58,1.728,14.3,12.08,320.1,199.4,837.9
VAL1,43.43,26.17,17.27,0,60.25,2.641,4.756,13.81,18.79,5.492,0,5.492,0,125.7,88.35,199.4
VAL2,160.8,,160.8,0,,24.59,44.28,58.25,,58.25,0,58.25,0,inf,100.7,
TOT,653.8,280.1,363.1,10.71,42.83,55.53,100,118.5,140.9,65.8,22.43,88.23,25.42,177.6,50.35,139.8
