Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,651.5,651.5,118.5,50.52
e2,power,194.1,194.1,35.3,50.52
e3,power,184.4,184.4,39.18,59.03
e4,power,457.5,457.5,83.21,50.52
e5,power,434.6,434.6,89.8,57.39
