Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,264.8,230.7,34.13,0,87.11,6.592,13.34,52.92,59.73,6.819,4.743,11.56,41.02,12.86,55.51,71.91
COMP2,197.2,167.5,29.76,0,84.91,5.749,11.63,38.39,45.94,5.792,5.762,11.55,49.87,19.69,54.07,76.22
IHX,191.2,143.1,48.1,0,74.84,9.292,18.81,65.44,69.79,16.47,1.447,17.91,8.077,42.51,95.09,135.5
MOT1,278.8,264.8,13.94,0,95,2.693,5.449,50.71,52.92,2.535,1.373,3.909,35.14,4.369,50.52,55.51
MOT2,207.6,197.2,10.38,0,95,2.005,4.058,37.76,38.39,1.888,0,1.888,0,1.661,50.52,54.07
SNK_HX,272.9,261.9,11.02,0,95.96,2.128,4.307,102.6,106.8,4.141,3.605,7.745,46.54,8.546,104.4,113.3
SRC_HX,42.5,3.477e-07,42.5,0,8.18e-07,8.211,16.62,13.61,17.61,13.61,1.434,15.05,9.534,inf,88.95,1.407e+10
VAL1,39.55,11.21,28.34,0,28.35,5.474,11.08,11.9,13.61,8.526,0,8.526,0,303.5,83.57,337.2
VAL2,37.63,,37.63,0,,7.269,14.71,13.18,,13.18,0,13.18,0,inf,97.3,
TOT,517.7,261.9,255.8,0,50.59,49.41,100,88.46,106.8,43.71,18.36,62.08,29.58,138.7,47.47,113.3
