Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,505.2,505.2,91.89,50.52
e2,power,179.2,179.2,32.59,50.52
e3,power,170.2,170.2,35.25,57.52
e4,power,326,326,59.3,50.52
e5,power,309.7,309.7,64.13,57.52
