f1,f2,pair,ls,T_src,T_steam,status_4state,status_modern,reason,reason_modern,no_solve_class,COP,eta_Lorenz,Q_H_kW,m_steam [kg/h],T_evap_c1 [°C],T_cond_c1 [°C],T_disch_c1 [°C],T_evap_c2 [°C],T_cond_c2 [°C],T_disch_c2 [°C],p_low_c1 [bar],p_high_c1 [bar],p_low_c2 [bar],p_high_c2 [bar],V_dot_c1_target [m3/h],V_dot_c2_target [m3/h],W_comp1 [kW],W_comp2 [kW],W_el [kW],label_c1,label_c2,scale_k,p_OK_c1,p_OK_c2,T_OK_c1,T_OK_c2,V_OK_c1,V_OK_c2,p_OK_c1_modern,p_OK_c2_modern,T_OK_c1_modern,T_OK_c2_modern,V_OK_c1_modern,V_OK_c2_modern,feasible,status,m_steam [kg/s]
R290,R600a,R290/R600a,0.3,20,110.0,V_ONLY,OK,"V_c1, V_c2",,,1.838,0.452,1114.82,1800.0,6.5,57.0,72.5,47.0,115.0,116.6,5.75,19.89,6.36,26.02,643.6,1444.5,161.38,414.94,606.65,R290,R600a,1.0,True,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.3,30,110.0,V_ONLY,OK,"V_c1, V_c2",,,2.009,0.444,1114.82,1800.0,15.6,64.0,78.1,54.0,115.0,116.9,7.44,22.96,7.55,26.02,572.0,1207.7,166.21,361.03,554.99,R290,R600a,1.0,True,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.3,40,110.0,V_ONLY,OK,"V_c1, V_c2",,,2.207,0.432,1114.82,1800.0,24.9,71.0,84.2,61.0,115.0,117.3,9.49,26.38,8.89,26.02,513.0,1013.6,170.22,309.71,505.19,R290,R600a,1.0,True,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.3,50,110.0,V_ONLY,OK,"V_c1, V_c2",,,2.435,0.416,1114.82,1800.0,34.2,78.0,90.6,68.0,115.0,117.8,11.94,30.16,10.41,26.02,465.0,853.5,173.87,261.04,457.8,R290,R600a,1.0,True,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.3,60,110.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.696,0.392,1114.82,1800.0,43.5,85.0,97.4,75.0,115.0,118.3,14.83,34.36,12.11,26.02,427.1,720.9,177.82,215.04,413.54,R290,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.4,20,110.0,V_ONLY,OK,"V_c1, V_c2",,,1.886,0.465,1114.82,1800.0,6.2,66.0,82.7,56.0,115.0,117.0,5.71,23.9,7.92,26.02,751.9,1148.3,215.4,346.1,591.06,R290,R600a,1.0,True,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.4,30,110.0,V_ONLY,OK,"V_c1, V_c2",,,2.042,0.452,1114.82,1800.0,15.5,72.0,87.2,62.0,115.0,117.4,7.41,26.89,9.1,26.02,655.2,988.8,215.93,302.59,545.82,R290,R600a,1.0,True,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.4,40,110.0,V_ONLY,OK,"V_c1, V_c2",,,2.222,0.435,1114.82,1800.0,24.8,78.0,92.2,68.0,115.0,117.8,9.48,30.16,10.41,26.02,578.1,853.5,215.7,261.04,501.83,R290,R600a,1.0,True,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.4,50,110.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.426,0.414,1114.82,1800.0,34.2,84.0,97.6,74.0,115.0,118.2,11.94,33.73,11.85,26.02,516.9,738.4,215.17,221.45,459.6,R290,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.4,60,110.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.655,0.386,1114.82,1800.0,43.6,90.0,103.3,80.0,115.0,118.6,14.86,37.64,13.44,26.02,469.2,640.0,215.04,183.8,419.84,R290,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
