f1,f2,pair,ls,T_src,T_steam,status_4state,status_modern,reason,reason_modern,no_solve_class,COP,eta_Lorenz,Q_H_kW,m_steam [kg/h],T_evap_c1 [°C],T_cond_c1 [°C],T_disch_c1 [°C],T_evap_c2 [°C],T_cond_c2 [°C],T_disch_c2 [°C],p_low_c1 [bar],p_high_c1 [bar],p_low_c2 [bar],p_high_c2 [bar],V_dot_c1_target [m3/h],V_dot_c2_target [m3/h],W_comp1 [kW],W_comp2 [kW],W_el [kW],label_c1,label_c2,scale_k,p_OK_c1,p_OK_c2,T_OK_c1,T_OK_c2,V_OK_c1,V_OK_c2,p_OK_c1_modern,p_OK_c2_modern,T_OK_c1_modern,T_OK_c2_modern,V_OK_c1_modern,V_OK_c2_modern,feasible,status,m_steam [kg/s]
R717,R600,R717/R600,0.3,60,110.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.293,0.419,1114.82,1800.0,15.0,85.0,196.9,75.0,115.0,116.6,7.28,46.1,9.06,20.23,472.7,798.7,270.29,191.62,486.23,R717-HP,R600,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600,R717/R600,0.5,40,110.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.293,0.479,1114.82,1800.0,15.0,85.0,196.9,75.0,115.0,116.6,7.28,46.1,9.06,20.23,472.7,798.7,270.29,191.62,486.23,R717-HP,R600,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600,R717/R600,0.4,50,110.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.292,0.449,1114.82,1800.0,15.0,84.0,194.5,74.0,115.0,116.5,7.28,45.13,8.86,20.23,469.6,818.1,264.84,197.21,486.37,R717-HP,R600,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600,R717/R600,0.5,30,110.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.285,0.507,1114.82,1800.0,15.0,80.0,184.9,70.0,115.0,116.1,7.28,41.41,8.09,20.23,457.3,901.3,243.44,219.96,487.79,R717-HP,R600,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600,R717/R600,0.3,50,110.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.28,0.446,1114.82,1800.0,15.0,78.0,180.1,68.0,115.0,115.9,7.28,39.64,7.72,20.23,451.1,946.5,232.99,231.58,489.02,R717-HP,R600,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600,R717/R600,0.4,40,110.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.28,0.476,1114.82,1800.0,15.0,78.0,180.1,68.0,115.0,115.9,7.28,39.64,7.72,20.23,451.1,946.5,232.99,231.58,489.02,R717-HP,R600,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600a,R717/R600a,0.3,60,110.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.213,0.404,1114.82,1800.0,15.0,85.0,196.9,75.0,115.0,118.3,7.28,46.1,12.11,26.02,460.7,720.9,263.43,215.04,503.66,R717-HP,R600a,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600a,R717/R600a,0.5,40,110.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.213,0.462,1114.82,1800.0,15.0,85.0,196.9,75.0,115.0,118.3,7.28,46.1,12.11,26.02,460.7,720.9,263.43,215.04,503.66,R717-HP,R600a,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600a,R717/R600a,0.4,50,110.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.21,0.433,1114.82,1800.0,15.0,84.0,194.5,74.0,115.0,118.2,7.28,45.13,11.85,26.02,457.2,738.4,257.84,221.45,504.52,R717-HP,R600a,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600a,R717/R600a,0.5,30,110.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.19,0.486,1114.82,1800.0,15.0,80.0,184.9,70.0,115.0,117.9,7.28,41.41,10.88,26.02,443.2,813.1,235.92,247.62,508.99,R717-HP,R600a,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600a,R717/R600a,0.3,50,110.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.178,0.426,1114.82,1800.0,15.0,78.0,180.1,68.0,115.0,117.8,7.28,39.64,10.41,26.02,436.1,853.5,225.22,261.04,511.85,R717-HP,R600a,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600a,R717/R600a,0.4,40,110.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.178,0.455,1114.82,1800.0,15.0,78.0,180.1,68.0,115.0,117.8,7.28,39.64,10.41,26.02,436.1,853.5,225.22,261.04,511.85,R717-HP,R600a,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600,R1270/R600,0.3,40,110.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.132,0.445,1114.82,1800.0,15.0,71.0,92.7,61.0,115.0,115.4,8.92,31.4,6.54,20.23,567.2,1126.0,223.27,273.49,522.9,R1270,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600,R1270/R600,0.4,30,110.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.13,0.472,1114.82,1800.0,15.0,72.0,94.0,62.0,115.0,115.5,8.92,32.01,6.7,20.23,575.5,1098.1,229.95,267.38,523.51,R1270,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600,R1270/R600,0.3,50,110.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.097,0.41,1114.82,1800.0,15.0,78.0,101.3,68.0,115.0,115.9,8.92,35.85,7.72,20.23,629.8,946.5,273.42,231.58,531.57,R1270,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600,R1270/R600,0.4,40,110.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.097,0.438,1114.82,1800.0,15.0,78.0,101.3,68.0,115.0,115.9,8.92,35.85,7.72,20.23,629.8,946.5,273.42,231.58,531.57,R1270,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600,R290/R600,0.5,30,110.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.094,0.465,1114.82,1800.0,15.0,80.0,96.4,70.0,115.0,116.1,7.32,31.32,8.09,20.23,782.6,901.3,285.77,219.96,532.35,R290,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
