Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,190.1,164.1,25.99,0,86.33,4.788,11.72,38.99,46.03,5.332,3.147,8.478,37.11,18.03,56.99,77.91
COMP2,237.1,202.3,34.87,0,85.29,6.425,15.72,47.27,58.4,6.951,5.92,12.87,45.99,23.55,55.37,80.2
IHX,177.5,143.1,34.42,0,80.61,6.34,15.52,46.57,54.23,9.031,2.523,11.55,21.84,44.48,72.89,105.3
MOT1,200.1,190.1,10,0,95,1.843,4.51,36.39,38.99,1.82,1.107,2.927,37.83,7.15,50.52,56.99
MOT2,249.6,237.1,12.48,0,95,2.299,5.627,45.4,47.27,2.27,0,2.27,0,4.108,50.52,55.37
SNK_HX,290.4,280.1,10.36,0,96.43,1.908,4.669,95.17,100.3,3.394,3.612,7.005,51.56,9.32,91.02,99.51
SRC_HX,52.16,31.34,20.82,0,60.08,3.836,9.389,1.249e-14,5.334,4.986e-15,2.222,2.222,100,inf,6.651e-14,47.29
VAL1,17.96,,17.96,0,,3.308,8.096,4.792,,4.792,0,4.792,0,inf,74.13,
VAL2,54.9,,54.9,0,,10.11,24.75,17.47,,17.47,0,17.47,0,inf,88.39,
TOT,542.8,280.1,221.8,40.96,51.59,40.86,100,81.79,100.3,33.42,18.53,51.95,35.67,137.7,41.86,99.51
