Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,209.8,180.9,28.95,0,86.2,6.656,14.99,42.34,48.42,5.842,3.489,9.331,37.39,14.35,56.05,74.36
COMP2,148.5,125.6,22.88,0,84.59,5.259,11.85,29.12,35.82,4.488,4.656,9.144,50.92,23.01,54.49,79.24
IHX,194,155.2,38.88,0,79.96,8.939,20.13,48.27,54.46,9.673,2.712,12.38,21.9,41.09,69.1,97.5
MOT1,220.9,209.8,11.04,0,95,2.539,5.718,40.17,42.34,2.009,1.18,3.189,37.02,5.395,50.52,56.05
MOT2,156.3,148.5,7.813,0,95,1.796,4.046,28.42,29.12,1.421,0,1.421,0,2.457,50.52,54.49
SNK_HX,253.8,241.9,11.89,0,95.31,2.734,6.158,81.93,86.74,3.839,3.747,7.587,49.39,11.08,89.68,99.61
SRC_HX,57.86,32.12,25.74,0,55.52,5.917,13.33,-1.163e-13,4.659,-5.174e-14,2.358,2.358,100,inf,-5.584e-13,40.28
VAL1,18.95,,18.95,0,,4.358,9.815,4.803,,4.803,0,4.803,0,inf,70.39,
VAL2,26.96,,26.96,0,,6.198,13.96,8.352,,8.352,0,8.352,0,inf,86.05,
TOT,435,241.9,193.1,0,55.6,44.4,100,68.6,86.74,30.45,18.14,48.6,37.33,127.4,43.8,99.61
