Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,293.9,247.5,46.43,0,84.2,8.089,15.47,58.02,67.15,9.165,5.993,15.16,39.54,15.74,54.83,75.36
COMP2,249.3,211.6,37.65,0,84.9,6.559,12.55,48.62,58.14,7.342,6.974,14.32,48.71,19.58,54.17,76.3
IHX,142.8,115.5,27.32,0,80.87,4.76,9.105,38.75,44.17,7.413,3.575,10.99,32.54,40.96,75.36,106.2
MOT1,308.6,293.2,15.43,0,95,2.688,5.142,56.14,57.18,2.807,0,2.807,0,1.859,50.52,54.17
MOT2,262.4,249.3,13.12,0,95,2.286,4.372,47.73,48.62,2.387,0,2.387,0,1.859,50.52,54.17
SNK_HX,272.9,261.9,10.99,0,95.97,1.915,3.664,85.69,89.99,3.453,3.557,7.01,50.74,9.427,87.24,95.46
SRC_HX,28.71,9.086,19.62,0,31.65,3.418,6.538,32.65,36.13,22.31,2.158,24.47,8.817,249.6,315.9,1105
VAL1,104.7,29.44,75.23,0,28.13,13.11,25.07,28.4,33.48,20.41,0,20.41,0,319.2,75.36,315.9
VAL2,54.3,,54.3,0,,9.459,18.09,16.62,,16.62,0,16.62,0,inf,85.03,
TOT,574,261.9,300.1,12.07,45.62,52.28,100,103.9,126.1,54.3,22.26,76.56,29.07,166.2,50.26,133.8
