Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,19.14498641739297,20.000000000012847,3.0000000000000004,84.19424925876591,296.4216479103904,3.810288086416116,0.19902276258365578,-1.588712223110633e-10,0.199022762742527
12,19.14498641739297,20.001115997730494,3.1500000000000004,84.21303115883883,296.4344617305574,4.097951629118654,0.21404829127461372,8.852923361502007e-09,0.21404828242169036
13,19.14498641739297,9.999999999997783,3.0000000000000004,42.312658505312875,151.05947575370618,17.811591276418195,0.9303527768625941,0.731330014120067,0.199022762742527
21,0.791612246826091,9.042017707093066,4.98060124329193,1625.2714478519163,6099.441700578863,175.71610985513422,221.97244997112486,0.5542279831863125,221.41822198793855
22,0.791612246826091,172.4846673344997,26.485129095955386,1974.7786007736754,6311.504348551069,403.17875470878744,509.3134376398318,213.46361650078978,295.84982113904204
22c,0.791612246826091,55.06302739838867,26.185129095955386,611.919180309636,2357.909688409268,241.7981917826026,305.4502917963612,9.649492712294567,295.8007990840666
23,0.791612246826091,55.06302739838867,26.185129095955386,611.919180309636,2357.909688409268,241.7981917826026,305.4502917963612,9.649492712294567,295.8007990840666
24,0.791612246826091,4.999999999997783,5.15560124329193,611.919180309636,2440.9522589560793,222.52723901036148,281.1063622405635,55.0395880250911,226.0667742154724
31,15.015767114957418,54.166047661000846,6.709602614397353,629.79301418828,2360.981766157211,1135.8186132072235,75.64173075618753,31.556987553078216,44.084743203109305
32,15.015767114957418,129.50127148449116,31.241131664456415,704.5575694102461,2409.495594363787,2044.9140945836446,136.1844572393958,87.71866469115223,48.4657925482436
32c,15.015767114957418,125.21266209501385,30.991131664456415,557.9447896066011,2042.2992010363632,1459.762306908199,97.2153001396851,48.793974068339566,48.42132607134554
33,15.015767114957418,125.21266209501385,30.991131664456415,557.9447896066011,2042.2992010363632,1459.762306908199,97.2153001396851,48.793974068339566,48.42132607134554
34,15.015767114957418,50.06302739838867,6.859602614397352,557.9447896066011,2136.1793189092955,1046.5140325057162,69.69434358523507,25.582699724901467,44.1116438603336
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
