Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,166.3,142,24.22,0,85.43,5.137,10.55,33.95,39.83,4.944,2.845,7.789,36.52,17.33,56.71,77.88
COMP2,270.6,228.7,41.96,0,84.5,8.9,18.28,53.6,67.51,8.31,8.653,16.96,51.01,25.96,55.02,82.01
IHX,118.9,82.33,36.55,0,69.25,7.754,15.92,46.49,53.34,14.29,2.276,16.57,13.73,65.71,108.6,180
MOT1,175,166.3,8.751,0,95,1.856,3.812,31.83,33.95,1.592,1.015,2.606,38.93,6.635,50.52,56.71
MOT2,284.9,270.6,14.24,0,95,3.021,6.205,51.81,53.6,2.591,0,2.591,0,3.447,50.52,55.02
SNK_HX,253.6,241.9,11.72,0,95.38,2.486,5.106,99.27,104.3,4.588,3.553,8.141,43.65,10.15,108.7,119.8
SRC_HX,23.43,3.238e-07,23.43,0,1.382e-06,4.969,10.21,8.674,13.92,8.674,2.306,10.98,21.01,inf,102.8,1.194e+10
VAL1,23.17,11.89,11.28,0,51.3,2.393,4.915,7.259,8.674,3.535,0,3.535,0,132.9,87.03,202.7
VAL2,57.39,,57.39,0,,12.17,25,21.59,,21.59,0,21.59,0,inf,104.5,
TOT,471.4,241.9,229.5,0,51.31,48.69,100,83.65,104.3,40.73,20.65,61.38,33.64,143,49.29,119.8
