Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,161.4,137.9,23.51,0,85.43,4.775,9.387,33.32,40.03,4.853,2.79,7.643,36.5,20.15,57.34,80.63
COMP2,295.7,249.9,45.8,0,84.51,9.303,18.29,59.21,74.57,9.171,7.718,16.89,45.7,25.94,55.62,82.9
IHX,115.4,80.01,35.4,0,69.33,7.19,14.13,47.91,56.24,14.69,2.424,17.12,14.16,69.33,115.3,195.2
MOT1,169.9,161.4,8.495,0,95,1.725,3.392,30.9,33.32,1.545,0.9954,2.541,39.18,7.808,50.52,57.34
MOT2,311.2,295.7,15.56,0,95,3.161,6.213,56.61,59.21,2.83,0,2.83,0,4.587,50.52,55.62
SNK_HX,253.6,241.9,11.76,0,95.36,2.389,4.695,101.7,107.4,4.717,3.663,8.38,43.71,10.66,111.4,123.3
SRC_HX,22.74,3.143e-07,22.74,0,1.382e-06,4.619,9.08,9.192,15.24,9.192,2.252,11.44,19.68,inf,112.3,1.347e+10
VAL1,22.49,11.54,10.95,0,51.3,2.225,4.373,7.364,9.192,3.586,0,3.586,0,143.3,90.95,221.3
VAL2,76.24,,76.24,0,,15.49,30.44,29.07,,29.07,0,29.07,0,inf,105.9,
TOT,492.3,241.9,250.5,0,49.13,50.87,100,87.51,107.4,44.52,19.84,64.36,30.83,149.7,49.37,123.3
