Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,228.9,193,35.93,0,84.3,6.156,13.81,46.85,60.11,7.355,4.246,11.6,36.6,28.31,56.85,86.53
COMP2,237.1,202.3,34.87,0,85.29,5.975,13.4,48.53,63.21,7.138,5.92,13.06,45.34,30.23,56.85,86.8
IHX,165.3,143.1,22.22,0,86.55,3.807,8.539,49.4,59.88,6.642,4.907,11.55,42.49,40.05,83.02,116.3
MOT1,241,228.9,12.05,0,95,2.064,4.629,43.83,46.85,2.191,0,2.191,0,6.898,50.52,56.85
MOT2,249.6,237.1,12.48,0,95,2.138,4.796,45.4,48.53,2.27,0,2.27,0,6.898,50.52,56.85
SNK_HX,290.4,280.1,10.36,0,96.43,1.774,3.979,104,110.2,3.71,3.612,7.322,49.33,9.889,99.5,109.3
SRC_HX,49.73,30.96,18.77,0,62.25,3.216,7.213,4.996e-14,7.039,1.886e-14,2.329,2.329,100,inf,2.791e-13,63.16
VAL1,58.66,,58.66,0,,10.05,22.54,17.76,,17.76,0,17.76,0,inf,84.07,
VAL2,54.9,,54.9,0,,9.405,21.09,19.05,,19.05,0,19.05,0,inf,96.41,
TOT,583.7,280.1,260.3,43.39,47.98,44.59,100,89.23,110.2,39.78,21.01,60.8,34.56,157.5,42.46,109.3
