Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,220.9,184.6,36.31,0,83.56,6.717,13.03,43.6,53.02,7.169,5.313,12.48,42.57,21.61,54.84,79.81
COMP2,273.5,232.2,41.31,0,84.9,7.641,14.82,53.99,66.29,8.155,7.628,15.78,48.33,22.78,54.84,79.31
IHX,126.7,103.6,23.13,0,81.74,4.278,8.297,63.57,70.44,11.6,4.253,15.86,26.82,35.55,139.4,188.9
MOT1,232.5,220.9,11.62,0,95,2.15,4.17,42.29,43.6,2.114,0,2.114,0,3.11,50.52,54.84
MOT2,287.9,273.5,14.39,0,95,2.662,5.163,52.36,53.99,2.618,0,2.618,0,3.11,50.52,54.84
SNK_HX,272.9,261.9,10.99,0,95.97,2.033,3.942,112.3,117.1,4.523,3.534,8.057,43.86,8.629,114.3,124.2
SRC_HX,30.76,9.355e-07,30.76,0,3.041e-06,5.69,11.03,28.23,33.42,28.23,1.703,29.94,5.689,inf,255,9.923e+09
VAL1,57.87,10.5,47.36,0,18.15,8.76,16.99,22.88,28.23,18.72,0,18.72,0,579.9,109.8,746.6
VAL2,62.89,,62.89,0,,11.63,22.56,24.42,,24.42,0,24.42,0,inf,107.9,
TOT,540.6,261.9,278.8,0,48.44,51.56,100,94.65,117.1,48.8,22.43,71.24,31.49,155.4,48.63,124.2
