Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,591.1,591.1,107.5,50.52
e2,power,226.7,226.7,41.24,50.52
e3,power,215.4,215.4,43.06,55.53
e4,power,364.3,364.3,66.26,50.52
e5,power,346.1,346.1,69.19,55.53
