Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,1280.3375780369781,1280.3375780369781,230.4607640466561,50.00000000000001
e2,power,598.6394366282531,598.6394366282531,107.75509859308553,49.99999999999999
e3,power,589.6598450788293,589.6598450788293,111.68001654942456,52.610377115194886
e4,power,681.2446037106278,681.2446037106278,122.624028667913,50.0
e5,power,671.0259346549683,671.0259346549683,127.09053891458649,52.610377115194915
e6,power,0.4299857246235547,0.4299857246235547,0.07739743043223984,50.00000000000001
e7,power,0.42353593875420137,0.42353593875420137,0.08021658765490784,52.61037711519489
e8,power,0.023551973473794195,0.023551973473794195,0.004239355225282956,50.00000000000001
e9,power,0.023198693871687284,0.023198693871687284,0.004393771319409945,52.61037711519491
