Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,22.4923850478291,30.000000000072077,3.0000000000000004,126.00369009555617,436.6647328256637,20.157748725451388,0.8962032564615443,0.6971804937190172,0.199022762742527
12,22.4923850478291,30.001232813886418,3.1500000000000004,126.02252028799033,436.6771558135291,20.499371921242883,0.9113916500029606,0.6973433675812702,0.21404828242169036
13,22.4923850478291,20.000000000012847,3.0000000000000004,84.19424925876591,296.4216479103904,4.47649660931426,0.19902276258365578,-1.588712223110633e-10,0.199022762742527
21,5.706913229492427,19.25994901922735,8.744776564202104,599.2603126794468,2390.122292748086,671.7419343490056,117.70670191331266,0.001692115105041239,117.70500979820761
22,5.706913229492427,113.57245270442951,41.16599163953136,702.584092342253,2460.4531979278368,1143.7394682205909,200.41297672267487,69.42615025595204,130.98682646672282
22c,5.706913229492427,80.10504566398117,40.865991639531366,434.40454213570115,1721.7393613617987,849.1167112778919,148.7873877054571,17.85785400565973,130.92953369979736
23,5.706913229492427,80.10504566398117,40.865991639531366,434.40454213570115,1721.7393613617987,849.1167112778919,148.7873877054571,17.85785400565973,130.92953369979736
24,5.706913229492427,15.000000000012903,8.919776564202103,434.40454213570115,1814.9192548282017,693.2284627862697,121.47170193578106,2.7924925391215365,118.67920939665952
31,14.622651496312336,79.51757570961581,11.983757894311013,662.6096257574918,2389.6102937821747,1463.2286281271772,100.06588945214119,55.036143506362166,45.02974594577903
32,14.622651496312336,130.40532068864417,31.241131664456415,708.4991099474272,2419.27367956621,2007.0985948907194,137.25955209948665,88.79375955124304,48.4657925482436
32c,14.622651496312336,125.21266209501385,30.991131664456415,557.9447896066011,2042.2992010363632,1421.5454540520193,97.2153001396851,48.793974068339566,48.42132607134554
33,14.622651496312336,125.21266209501385,30.991131664456415,557.9447896066011,2042.2992010363632,1421.5454540520193,97.2153001396851,48.793974068339566,48.42132607134554
34,14.622651496312336,75.10504566398117,12.133757894311012,557.9447896066011,2087.891405619799,1226.1085290725923,83.84994536605093,38.79334846979467,45.056596896256266
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
