Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,262.4,227.9,34.49,0,86.85,7.317,15.03,52.21,58.58,6.864,4.84,11.7,41.35,12.19,55.27,71.4
COMP2,163.7,138.3,25.34,0,84.52,5.375,11.04,31.72,38.56,4.911,5.721,10.63,53.81,21.57,53.83,77.43
IHX,189.6,140.8,48.78,0,74.28,10.35,21.25,63.1,66.78,16.23,1.53,17.76,8.614,42.5,92.43,131.7
MOT1,276.2,262.4,13.81,0,95,2.93,6.017,50.24,52.21,2.512,1.365,3.877,35.21,3.933,50.52,55.27
MOT2,172.3,163.7,8.614,0,95,1.827,3.753,31.33,31.72,1.567,0,1.567,0,1.215,50.52,53.83
SNK_HX,253.6,241.9,11.75,0,95.37,2.493,5.121,96.32,100.5,4.464,3.631,8.095,44.86,9.379,105.5,115.4
SRC_HX,34.99,3.649e-07,34.99,0,1.043e-06,7.421,15.24,12.37,15.73,12.37,1.812,14.18,12.77,inf,98.24,1.197e+10
VAL1,38.29,12.06,26.23,0,31.5,5.563,11.43,11.21,12.37,7.681,0,7.681,0,250.2,81.35,284.9
VAL2,25.53,,25.53,0,,5.416,11.12,9.019,,9.019,0,9.019,0,inf,98.13,
TOT,471.4,241.9,229.5,0,51.31,48.69,100,81.57,100.5,39.72,18.9,58.62,32.24,140,48.07,115.4
