Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,223.9,187.1,36.86,0,83.54,6.8,12.87,44.66,54.08,7.352,5.31,12.66,41.93,21.09,55.41,80.32
COMP2,289,244.3,44.77,0,84.51,8.259,15.63,57.03,69.57,8.834,7.542,16.38,46.06,21.98,54.81,79.12
IHX,109.3,82.98,26.34,0,75.91,4.859,9.193,31.61,38.36,7.615,3.818,11.43,33.39,59.9,80.32,128.4
MOT1,234.9,223.1,11.74,0,95,2.167,4.099,42.72,44.03,2.136,0,2.136,0,3.066,50.52,54.81
MOT2,304.2,289,15.21,0,95,2.806,5.31,55.34,57.03,2.767,0,2.767,0,3.066,50.52,54.81
SNK_HX,253.6,241.9,11.76,0,95.36,2.17,4.106,84.19,89.17,3.904,3.667,7.571,48.43,11.07,92.2,102.4
SRC_HX,33.01,10.76,22.25,0,32.59,4.106,7.768,26.75,31.41,18.03,2.186,20.22,10.81,260.4,225.1,811.2
VAL1,77.74,33.79,43.95,0,43.47,8.108,15.34,22.48,27.38,12.71,0,12.71,0,180.2,80.32,225.1
VAL2,73.59,,73.59,0,,13.58,25.69,23.74,,23.74,0,23.74,0,inf,89.62,
TOT,542,241.9,286.5,13.68,44.62,52.85,100,98.06,120.6,51.82,22.52,74.35,30.29,175.6,50.25,138.5
