Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,183.8,157.8,26.02,0,85.84,5.502,13.3,37.25,43.27,5.274,3.379,8.653,39.05,16.16,56.3,76.19
COMP2,177,149.7,27.31,0,84.57,5.776,13.96,34.83,42.74,5.375,5.139,10.51,48.88,22.71,54.67,79.32
IHX,175,139,36.03,0,79.41,7.619,18.42,44.37,50.77,9.135,2.749,11.88,23.13,44.1,70.43,101.5
MOT1,193.5,183.8,9.673,0,95,2.046,4.945,35.19,37.25,1.759,1.083,2.842,38.1,5.866,50.52,56.3
MOT2,186.3,177,9.315,0,95,1.97,4.762,33.88,34.83,1.694,0,1.694,0,2.788,50.52,54.67
SNK_HX,253.7,241.9,11.86,0,95.33,2.507,6.061,82.57,87.51,3.858,3.732,7.59,49.17,11.17,90.4,100.5
SRC_HX,57.72,32.11,25.61,0,55.64,5.415,13.09,-1.21e-14,4.95,-5.368e-15,2.353,2.353,100,inf,-5.823e-14,42.82
VAL1,14.87,,14.87,0,,3.145,7.603,3.851,,3.851,0,3.851,0,inf,71.92,
VAL2,34.91,,34.91,0,,7.383,17.85,10.94,,10.94,0,10.94,0,inf,87.03,
TOT,472.9,241.9,195.6,35.4,51.15,41.36,100,69.07,87.51,28.57,18.44,47.01,39.22,147.7,40.57,100.5
