Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,243.4,211.4,32,0,86.85,6.417,13.51,48.97,56.23,6.437,4.606,11.04,41.71,14.81,55.88,73.87
COMP2,220,186.8,33.21,0,84.9,6.659,14.02,43.07,52.08,6.503,6.262,12.76,49.06,20.92,54.39,77.47
IHX,175.9,130.7,45.21,0,74.3,9.065,19.09,62.27,67.46,16,1.443,17.45,8.274,45.79,98.33,143.4
MOT1,256.3,243.4,12.81,0,95,2.569,5.411,46.61,48.97,2.33,1.3,3.631,35.81,5.065,50.52,55.88
MOT2,231.5,220,11.58,0,95,2.322,4.889,42.11,43.07,2.106,0,2.106,0,2.276,50.52,54.39
SNK_HX,272.9,261.9,11,0,95.97,2.207,4.647,103.6,108.1,4.179,3.584,7.763,46.17,8.722,105.5,114.7
SRC_HX,22.06,3.386e-07,22.06,0,1.534e-06,4.425,9.318,12.94,16.97,12.94,2.205,15.15,14.56,inf,162.9,1.392e+10
VAL1,35.52,11.19,24.33,0,31.5,4.879,10.27,10.93,12.94,7.484,0,7.484,0,275.9,85.44,321.2
VAL2,44.6,,44.6,0,,8.943,18.83,15.91,,15.91,0,15.91,0,inf,99.1,
TOT,498.7,261.9,236.8,0,52.51,47.49,100,88.72,108.1,42.13,19.4,61.53,31.53,132.1,49.42,114.7
