Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,235.6,199.2,36.44,0,84.53,6.169,13.66,48.22,61.09,7.458,3.73,11.19,33.34,26.68,56.85,85.19
COMP2,237.1,202.3,34.87,0,85.29,5.903,13.07,48.53,63.19,7.137,5.92,13.06,45.34,30.21,56.85,86.79
IHX,168,143.1,24.98,0,85.13,4.229,9.36,49.53,60.26,7.363,4.47,11.83,37.78,42.92,81.87,117
MOT1,248,235.6,12.4,0,95,2.099,4.647,45.11,48.22,2.256,0,2.256,0,6.892,50.52,56.85
MOT2,249.6,237.1,12.48,0,95,2.113,4.677,45.4,48.53,2.27,0,2.27,0,6.892,50.52,56.85
SNK_HX,290.4,280.1,10.36,0,96.43,1.753,3.881,104.4,110.6,3.721,3.612,7.333,49.25,9.867,99.81,109.7
SRC_HX,49.31,30.84,18.47,0,62.55,3.126,6.919,-2.498e-14,6.947,-9.356e-15,2.318,2.318,100,inf,-1.407e-13,62.57
VAL1,61.98,,61.98,0,,10.49,23.22,18.51,,18.51,0,18.51,0,inf,82.95,
VAL2,54.9,,54.9,0,,9.293,20.57,19.1,,19.1,0,19.1,0,inf,96.64,
TOT,590.8,280.1,266.9,43.82,47.41,45.18,100,90.51,110.6,40.89,20.05,60.94,32.9,157.7,42.56,109.7
