Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,226.9,196,30.91,0,86.38,6.794,15.23,45.77,52.68,6.236,4.08,10.32,39.55,15.1,56.04,74.68
COMP2,163.7,138.3,25.34,0,84.52,5.569,12.48,32.12,40.16,4.974,5.721,10.69,53.5,25.03,54.52,80.66
IHX,183.4,140.8,42.57,0,76.79,9.355,20.97,51.57,57.83,11.97,2.363,14.33,16.49,46.03,78.11,114.1
MOT1,238.8,226.9,11.94,0,95,2.624,5.882,43.44,45.77,2.172,1.242,3.414,36.38,5.376,50.52,56.04
MOT2,172.3,163.7,8.614,0,95,1.893,4.243,31.33,32.12,1.567,0,1.567,0,2.517,50.52,54.52
SNK_HX,253.6,241.9,11.75,0,95.37,2.583,5.79,89.41,94.12,4.144,3.631,7.775,46.71,10.38,97.92,108.1
SRC_HX,33.8,8.144,25.66,0,24.09,5.639,12.64,1.249e-13,4.657,9.481e-14,2.308,2.308,100,inf,1.026e-12,158.8
VAL1,20.7,,20.7,0,,4.55,10.2,5.77,,5.77,0,5.77,0,inf,77.42,
VAL2,25.53,,25.53,0,,5.611,12.58,8.584,,8.584,0,8.584,0,inf,93.39,
TOT,455,241.9,203,10.1,53.16,44.62,100,74.77,94.12,33.36,19.35,52.71,36.7,136.8,45.65,108.1
