Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,509.3,509.3,92.64,50.52
e2,power,259.4,259.4,47.18,50.52
e3,power,246.4,246.4,49.63,55.95
e4,power,249.9,249.9,45.46,50.52
e5,power,237.4,237.4,46.56,54.47
