Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,25.213209022807888,34.99999999999744,3.0000000000000004,146.89842088704975,505.02789455558496,44.1300037065285,1.750273186828716,1.551250424086189,0.199022762742527
12,25.213209022807888,35.00128770134842,3.1500000000000004,146.917281707517,505.04013584670747,44.51506704506402,1.765545472803389,1.5514971903816985,0.21404828242169036
13,25.213209022807888,25.000000000024272,3.0000000000000004,105.1040826430525,367.1483541315811,9.463077536570028,0.37532221812819305,0.17629945538566608,0.199022762742527
21,6.645842045692456,24.199632348357454,8.189609050470622,604.8255010707101,2387.840801034226,720.5598672556166,108.42265920578896,0.057611832199866514,108.3650473735891
22,6.645842045692456,107.01391151423428,36.33849716318682,698.4590583479528,2452.520586937628,1216.8226906360474,183.09533724544937,68.19769865288184,114.89763859256753
22c,6.645842045692456,82.60504566398083,36.038497163186825,446.19324338593174,1758.5829018229178,892.2531726412683,134.2573546748057,19.418837675129964,114.83851699967572
23,6.645842045692456,82.60504566398083,36.038497163186825,446.19324338593174,1758.5829018229178,892.2531726412683,134.2573546748057,19.418837675129964,114.83851699967572
24,6.645842045692456,20.00000000002433,8.364609050470621,446.19324338593174,1843.5626609010499,726.6931759500012,109.34553830105125,0.0,109.34553830105125
31,10.56216651669002,81.89060939323161,9.450225145758777,704.1274353461185,2504.6438458734174,984.352747031532,93.196101905427,63.26336323663394,29.932738668793057
32,10.56216651669002,128.47676323148085,24.505543662122523,753.8316884473198,2536.960168467261,1409.2763438471875,133.42682503824298,100.90275449025987,32.52407054798311
32c,10.56216651669002,125.21266209501391,24.255543662122523,545.3987543395955,2014.7342641928544,824.7405911438303,78.08441476856096,45.60328843923769,32.481126329323274
33,10.56216651669002,125.21266209501391,24.255543662122523,545.3987543395955,2014.7342641928544,824.7405911438303,78.08441476856096,45.60328843923769,32.481126329323274
34,10.56216651669002,77.60504566398117,9.600225145758778,545.3987543395955,2050.4601228245633,714.1226467024455,67.61137931067555,37.65276980822184,29.958609502453708
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
