Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,194.2,167.6,26.61,0,86.3,4.99,9.805,40.11,49.03,5.496,4.224,9.72,43.46,22.24,57.37,81.27
COMP2,302.6,257,45.57,0,84.94,8.547,16.79,60.75,75.71,9.149,6.921,16.07,43.07,24.64,55.76,81.83
IHX,140.2,102.2,38.01,0,72.9,7.127,14,57.79,66.87,15.66,2.372,18.03,13.15,58.73,114.5,181.7
MOT1,204.4,194.2,10.22,0,95,1.917,3.766,37.18,40.11,1.859,1.123,2.982,37.65,7.871,50.52,57.37
MOT2,318.5,302.6,15.93,0,95,2.987,5.868,57.93,60.75,2.897,0,2.897,0,4.852,50.52,55.76
SNK_HX,273,261.9,11.12,0,95.93,2.085,4.097,109.9,115.6,4.477,3.749,8.226,45.58,9.664,111.8,122.6
SRC_HX,20.94,3.068e-07,20.94,0,1.465e-06,3.926,7.715,12.29,18.09,12.29,2.112,14.4,14.67,inf,163,1.638e+10
VAL1,27.36,10.62,16.74,0,38.82,3.139,6.167,9.332,12.29,5.709,0,5.709,0,239.1,94.75,321.3
VAL2,86.25,,86.25,0,,16.18,31.78,32.68,,32.68,0,32.68,0,inf,105.2,
TOT,533.3,261.9,271.4,0,49.11,50.89,100,95.12,115.6,48.41,20.5,68.91,29.75,147.5,49.55,122.6
