Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,182.1,156.7,25.42,0,86.04,4.846,13.95,36.77,41.9,5.134,2.908,8.042,36.16,13.94,56.1,74.3
COMP2,164.3,139.5,24.76,0,84.93,4.72,13.59,32.21,39.48,4.854,5.107,9.961,51.27,22.56,54.46,78.59
IHX,195.8,161.8,34,0,82.64,6.482,18.66,42.58,48.26,7.393,2.712,10.11,26.84,37.15,60.4,82.84
MOT1,191.7,182.1,9.583,0,95,1.827,5.258,34.86,36.77,1.743,1.077,2.82,38.18,5.487,50.52,56.1
MOT2,172.9,164.3,8.646,0,95,1.648,4.744,31.45,32.21,1.573,0,1.573,0,2.399,50.52,54.46
SNK_HX,272.9,261.9,11.04,0,95.95,2.105,6.06,79.52,84.11,3.218,3.632,6.85,53.03,10.24,80.94,89.23
SRC_HX,79.52,55.45,24.07,0,69.73,4.589,13.21,1.249e-14,4.464,3.781e-15,2.364,2.364,100,inf,4.363e-14,22.36
VAL1,16.29,,16.29,0,,3.106,8.939,3.788,,3.788,0,3.788,0,inf,64.58,
VAL2,28.43,,28.43,0,,5.419,15.6,8.213,,8.213,0,8.213,0,inf,80.25,
TOT,524.6,261.9,182.2,80.47,49.92,34.74,100,66.31,84.11,23.04,17.8,40.84,43.59,154.1,35.11,89.23
