Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,177.3,147.6,29.72,0,83.24,5.203,10,35.87,45.53,6.013,4.629,10.64,43.5,26.92,56.2,85.69
COMP2,363.1,308.3,54.85,0,84.9,9.602,18.45,72.75,92.81,10.99,10.78,21.77,49.52,27.57,55.66,83.63
IHX,87.36,63.74,23.62,0,72.96,4.135,7.948,26.95,34.47,7.286,3.526,10.81,32.61,75.3,85.69,150.2
MOT1,186,176.7,9.301,0,95,1.628,3.13,33.84,35.41,1.692,0,1.692,0,4.65,50.52,55.66
MOT2,382.2,363.1,19.11,0,95,3.346,6.43,69.52,72.75,3.476,0,3.476,0,4.65,50.52,55.66
SNK_HX,272.9,261.9,10.99,0,95.97,1.924,3.697,93.78,99.14,3.776,3.503,7.279,48.12,10.15,95.47,105.2
SRC_HX,28.99,9.172,19.81,0,31.64,3.469,6.667,23.3,28.78,15.93,2.123,18.05,11.76,290.3,223.3,871.5
VAL1,60.22,29.56,30.66,0,49.09,5.367,10.32,18.58,23.76,9.457,0,9.457,0,160.6,85.69,223.3
VAL2,99.14,,99.14,0,,17.36,33.36,33.5,,33.5,0,33.5,0,inf,93.87,
TOT,571.2,261.9,297.2,12.16,45.84,52.03,100,103.4,127.9,53.77,24.56,78.33,31.35,170,50.26,135.7
