Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,165.8,141.9,23.91,0,85.58,4.439,8.447,34.41,42.04,4.963,3.285,8.248,39.83,22.16,57.65,82.3
COMP2,343.4,290.2,53.22,0,84.5,9.88,18.8,69.04,87.83,10.7,9.129,19.83,46.04,27.22,55.84,84.06
IHX,97.03,59.78,37.25,0,61.61,6.914,13.16,28.75,37.73,11.03,2.218,13.25,16.74,113,82.3,175.3
MOT1,174.3,165.5,8.713,0,95,1.617,3.078,31.7,34.29,1.585,1.012,2.597,38.97,8.184,50.52,57.54
MOT2,361.5,343.4,18.08,0,95,3.355,6.385,65.76,69.04,3.288,0,3.288,0,4.991,50.52,55.84
SNK_HX,253.6,241.9,11.74,0,95.37,2.18,4.148,91.66,97.43,4.244,3.638,7.882,46.16,11.46,100.4,111.9
SRC_HX,33.32,10.81,22.5,0,32.45,4.177,7.95,15.22,21.41,10.28,2.107,12.39,17.01,333.5,126.9,550.1
VAL1,44.88,33.59,11.29,0,74.85,2.095,3.987,13.3,15.35,3.344,0,3.344,0,54.19,82.3,126.9
VAL2,96.38,,96.38,0,,17.89,34.05,33.9,,33.9,0,33.9,0,inf,97.7,
TOT,538.7,241.9,283.1,13.76,44.9,52.55,100,97.45,118.8,51.21,21.39,72.6,29.46,171.6,50.25,136.5
