Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,263.4,229.7,33.78,0,87.18,6.215,11.99,52.91,60.31,6.785,4.698,11.48,40.91,13.98,55.79,72.95
COMP2,215,182.8,32.29,0,84.98,5.941,11.47,42.08,49.9,6.318,5.248,11.57,45.37,18.61,54.35,75.85
IHX,190.1,142.6,47.5,0,75.01,8.739,16.86,67.89,73.11,16.96,1.424,18.39,7.744,43.56,99.22,142.4
MOT1,277.3,263.4,13.86,0,95,2.551,4.923,50.44,52.91,2.522,1.369,3.89,35.18,4.91,50.52,55.79
MOT2,226.4,215,11.32,0,95,2.082,4.019,41.17,42.08,2.059,0,2.059,0,2.197,50.52,54.35
SNK_HX,273.1,261.9,11.22,0,95.89,2.065,3.985,104.7,109.4,4.302,3.797,8.099,46.89,8.962,106.5,116
SRC_HX,50.77,3.411e-07,50.77,0,6.718e-07,9.342,18.03,14.6,19.88,14.6,1.228,15.82,7.762,inf,79.85,1.619e+10
VAL1,39.59,10.93,28.66,0,27.61,5.273,10.18,12.31,14.6,8.908,0,8.908,0,329.6,86.35,371
VAL2,52.23,,52.23,0,,9.611,18.55,18.33,,18.33,0,18.33,0,inf,97.5,
TOT,543.5,261.9,281.6,0,48.18,51.82,100,91.61,109.4,47.47,17.76,65.23,27.23,147.8,46.82,116
