Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,270.3,235.6,34.66,0,87.18,6.829,14.11,54,60.86,6.924,4.778,11.7,40.83,12.71,55.49,71.74
COMP2,191.6,162.7,28.91,0,84.91,5.696,11.77,37.29,44.68,5.627,5.645,11.27,50.08,19.8,54.06,76.27
IHX,195,146.2,48.85,0,74.95,9.624,19.88,66.29,70.67,16.6,1.447,18.05,8.017,42.24,94.42,134.3
MOT1,284.5,270.3,14.23,0,95,2.803,5.79,51.75,54,2.587,1.392,3.979,34.97,4.342,50.52,55.49
MOT2,201.7,191.6,10.09,0,95,1.987,4.105,36.69,37.29,1.834,0,1.834,0,1.652,50.52,54.06
SNK_HX,272.9,261.9,11.02,0,95.96,2.171,4.486,102.7,107,4.15,3.609,7.759,46.52,8.541,104.6,113.5
SRC_HX,32.53,3.499e-07,32.53,0,1.076e-06,6.409,13.24,13.95,17.62,13.95,1.71,15.66,10.92,inf,119.1,1.398e+10
VAL1,40.62,11.21,29.4,0,27.61,5.793,11.97,12.18,13.95,8.819,0,8.819,0,314.7,83.31,345.5
VAL2,35.99,,35.99,0,,7.092,14.65,12.6,,12.6,0,12.6,0,inf,97.27,
TOT,507.5,261.9,245.7,0,51.6,48.4,100,88.44,107,42.81,18.58,61.39,30.27,134.5,48.4,113.5
