Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,233,202.1,30.94,0,86.72,5.948,11.98,46.88,53.96,6.225,4.539,10.76,42.17,15.1,55.89,74.18
COMP2,231.6,196.6,34.97,0,84.9,6.722,13.54,45.34,54.74,6.846,6.534,13.38,48.83,20.74,54.38,77.34
IHX,168.4,124.6,43.8,0,73.99,8.42,16.96,60.71,65.75,15.79,1.441,17.23,8.361,46.37,100.1,146.6
MOT1,245.3,233,12.26,0,95,2.357,4.747,44.61,46.88,2.23,1.264,3.494,36.17,5.09,50.52,55.89
MOT2,243.8,231.6,12.19,0,95,2.343,4.718,44.34,45.34,2.217,0,2.217,0,2.257,50.52,54.38
SNK_HX,272.9,261.9,11,0,95.97,2.115,4.258,103.2,107.7,4.162,3.573,7.736,46.19,8.719,105.1,114.3
SRC_HX,42.34,3.34e-07,42.34,0,7.888e-07,8.14,16.39,12.27,17.18,12.27,1.429,13.7,10.43,inf,80.49,1.429e+10
VAL1,33.65,11.17,22.48,0,33.2,4.321,8.701,10.42,12.27,6.963,0,6.963,0,254.5,86.06,305.1
VAL2,48.34,,48.34,0,,9.293,18.71,17.24,,17.24,0,17.24,0,inf,99.08,
TOT,520.2,261.9,258.3,0,50.34,49.66,100,88.95,107.7,44.17,18.78,62.95,29.83,140.6,47.5,114.3
