Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,261.3,220.1,41.23,0,84.22,8.35,16.37,52.9,66.05,8.348,4.536,12.88,35.21,24.85,56.24,83.36
COMP2,177,149.7,27.31,0,84.57,5.531,10.84,35.83,46.67,5.529,5.139,10.67,48.17,30.26,56.24,86.62
IHX,166.8,139,27.84,0,83.31,5.639,11.05,53.44,61.06,8.919,1.815,10.73,16.91,37.17,88.98,122.1
MOT1,275.1,261.3,13.75,0,95,2.785,5.459,50.03,52.9,2.502,0,2.502,0,5.74,50.52,56.24
MOT2,186.3,177,9.315,0,95,1.886,3.697,33.88,35.83,1.694,0,1.694,0,5.74,50.52,56.24
SNK_HX,253.7,241.9,11.86,0,95.33,2.401,4.706,95.3,101.5,4.453,3.732,8.185,45.6,11.73,104.3,116.6
SRC_HX,32.44,9.558,22.88,0,29.46,4.634,9.082,-7.494e-14,7.146,-5.286e-14,2.368,2.368,100,inf,-6.417e-13,207.7
VAL1,62.82,,62.82,0,,12.72,24.94,19.76,,19.76,0,19.76,0,inf,87.37,
VAL2,34.91,,34.91,0,,7.07,13.86,12.44,,12.44,0,12.44,0,inf,98.95,
TOT,493.8,241.9,251.9,0,48.98,51.02,100,83.92,101.5,42.81,17.59,60.4,29.12,147,47.21,116.6
