f1,f2,ls,T_src,T_steam,no_solve_class,label_c1,label_c2,Q_H_kW,m_steam [kg/s],m_steam [kg/h],V_dot_c1_target [m3/h],V_dot_c2_target [m3/h],W_comp1 [kW],W_comp2 [kW],W_el [kW],scale_k,COP,eta_Lorenz,p_low_c1 [bar],p_high_c1 [bar],T_disch_c1 [°C],p_low_c2 [bar],p_high_c2 [bar],T_disch_c2 [°C],p_OK_c1,p_OK_c2,T_OK_c1,T_OK_c2,V_OK_c1,V_OK_c2,feasible,reason,status,status_4state
R290,R600a,0.6,20,100.0,,R290,R600a,1128.2,0.5,1800.0,1028.2,748.6,337.61,188.71,554.01,1.0,2.036,0.463,5.58,30.16,96.3,10.41,21.78,107.7,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600a,0.6,30,100.0,,R290,R600a,1128.2,0.5,1800.0,863.2,680.2,322.22,165.43,513.32,1.0,2.198,0.442,7.27,32.51,98.7,11.36,21.78,108.0,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600a,0.6,40,100.0,,R290,R600a,1128.2,0.5,1800.0,735.3,618.5,306.17,142.89,472.69,1.0,2.387,0.418,9.32,35.0,101.6,12.36,21.78,108.3,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600a,0.6,50,100.0,,R290,R600a,1128.2,0.5,1800.0,635.0,562.9,289.69,121.05,432.36,1.0,2.609,0.39,11.77,37.64,104.7,13.44,21.78,108.6,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600a,0.6,60,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R290,R600a,0.7,20,100.0,,R290,R600a,1128.2,0.5,1800.0,1152.0,618.5,411.48,142.89,583.54,1.0,1.933,0.438,5.65,35.0,105.2,12.36,21.78,108.3,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600a,0.7,30,100.0,,R290,R600a,1128.2,0.5,1800.0,959.4,576.3,388.0,126.44,541.52,1.0,2.083,0.418,7.36,36.96,106.6,13.16,21.78,108.5,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600a,0.7,40,100.0,,R290,R600a,1128.2,0.5,1800.0,810.1,537.2,363.79,110.4,499.14,1.0,2.26,0.395,9.42,39.03,108.4,14.0,21.78,108.7,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600a,0.7,50,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R290,R600a,0.7,60,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R290,R600,0.3,20,100.0,,R290,R600,1128.2,0.5,1800.0,767.1,1599.9,181.72,313.2,520.96,1.0,2.166,0.494,5.5,18.67,69.5,4.23,16.8,105.0,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.3,30,100.0,,R290,R600,1128.2,0.5,1800.0,661.1,1330.7,181.73,270.62,476.16,1.0,2.369,0.479,7.16,21.61,75.1,5.09,16.8,105.2,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.3,40,100.0,,R290,R600,1128.2,0.5,1800.0,577.4,1112.6,181.3,229.73,432.66,1.0,2.608,0.459,9.18,24.87,81.0,6.08,16.8,105.7,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.3,50,100.0,,R290,R600,1128.2,0.5,1800.0,511.2,934.5,180.74,190.57,390.85,1.0,2.887,0.433,11.59,28.49,87.4,7.2,16.8,106.3,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.3,60,100.0,,R290,R600,1128.2,0.5,1800.0,459.4,788.2,180.56,153.15,351.27,1.0,3.212,0.399,14.45,32.51,94.0,8.47,16.8,106.9,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.4,20,100.0,,R290,R600,1128.2,0.5,1800.0,851.5,1296.7,228.65,264.67,519.29,1.0,2.173,0.495,5.49,22.05,78.5,5.22,16.8,105.3,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.4,30,100.0,,R290,R600,1128.2,0.5,1800.0,725.5,1112.6,224.05,229.73,477.66,1.0,2.362,0.477,7.17,24.87,83.0,6.08,16.8,105.7,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.4,40,100.0,,R290,R600,1128.2,0.5,1800.0,627.0,957.8,218.94,196.06,436.84,1.0,2.583,0.455,9.19,27.95,87.9,7.03,16.8,106.2,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.4,50,100.0,,R290,R600,1128.2,0.5,1800.0,549.7,827.2,213.67,163.66,397.19,1.0,2.84,0.426,11.61,31.32,93.1,8.09,16.8,106.7,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.4,60,100.0,,R290,R600,1128.2,0.5,1800.0,489.3,716.3,208.66,132.54,359.16,1.0,3.141,0.39,14.49,35.0,98.7,9.27,16.8,107.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.5,20,100.0,,R290,R600,1128.2,0.5,1800.0,944.1,1058.0,281.98,218.36,526.68,1.0,2.142,0.488,5.51,25.87,87.5,6.38,16.8,105.9,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.5,30,100.0,,R290,R600,1128.2,0.5,1800.0,796.6,934.5,271.92,190.57,486.83,1.0,2.317,0.468,7.19,28.49,90.9,7.2,16.8,106.3,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.5,40,100.0,,R290,R600,1128.2,0.5,1800.0,682.2,827.2,261.36,163.66,447.39,1.0,2.522,0.443,9.23,31.32,94.7,8.09,16.8,106.7,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.5,50,100.0,,R290,R600,1128.2,0.5,1800.0,592.7,733.6,250.59,137.64,408.66,1.0,2.761,0.414,11.66,34.36,98.9,9.06,16.8,107.1,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.5,60,100.0,,R290,R600,1128.2,0.5,1800.0,522.7,651.7,239.97,112.5,371.02,1.0,3.041,0.376,14.55,37.64,103.4,10.12,16.8,107.6,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.6,20,100.0,,R290,R600,1128.2,0.5,1800.0,1047.6,868.3,343.5,174.32,545.07,1.0,2.07,0.471,5.56,30.16,96.3,7.72,16.8,106.5,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.6,30,100.0,,R290,R600,1128.2,0.5,1800.0,876.8,788.2,326.99,153.15,505.41,1.0,2.232,0.45,7.25,32.51,98.7,8.47,16.8,106.9,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.6,40,100.0,,R290,R600,1128.2,0.5,1800.0,744.8,716.3,309.97,132.54,465.8,1.0,2.422,0.425,9.3,35.0,101.6,9.27,16.8,107.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.6,50,100.0,,R290,R600,1128.2,0.5,1800.0,641.6,651.7,292.66,112.5,426.49,1.0,2.645,0.395,11.74,37.64,104.7,10.12,16.8,107.6,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.6,60,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R290,R600,0.7,20,100.0,,R290,R600,1128.2,0.5,1800.0,1166.7,716.3,416.32,132.54,577.75,1.0,1.953,0.443,5.64,35.0,105.2,9.27,16.8,107.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.7,30,100.0,,R290,R600,1128.2,0.5,1800.0,969.9,667.3,391.96,117.46,536.23,1.0,2.104,0.422,7.34,36.96,106.6,9.9,16.8,107.5,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.7,40,100.0,,R290,R600,1128.2,0.5,1800.0,817.6,621.9,366.98,102.7,494.4,1.0,2.282,0.399,9.4,39.03,108.4,10.56,16.8,107.8,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.7,50,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R290,R600,0.7,60,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R1270,R600a,0.3,20,100.0,,R1270,R600a,1128.2,0.5,1800.0,605.6,1362.2,174.68,343.44,545.39,1.0,2.069,0.47,6.82,22.35,75.4,5.89,21.78,106.2,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600a,0.3,30,100.0,,R1270,R600a,1128.2,0.5,1800.0,531.3,1138.5,176.81,295.67,497.35,1.0,2.268,0.457,8.81,25.8,80.5,7.02,21.78,106.5,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600a,0.3,40,100.0,,R1270,R600a,1128.2,0.5,1800.0,471.8,955.5,178.51,250.06,451.13,1.0,2.501,0.44,11.21,29.63,86.1,8.3,21.78,107.0,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600a,0.3,50,100.0,,R1270,R600a,1128.2,0.5,1800.0,424.5,804.9,180.27,206.64,407.27,1.0,2.77,0.415,14.08,33.89,92.1,9.74,21.78,107.5,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.3,60,100.0,,R1270,R600a,1128.2,0.5,1800.0,388.0,680.2,182.83,165.43,366.6,1.0,3.078,0.381,17.46,38.61,98.3,11.36,21.78,108.0,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.4,20,100.0,,R1270,R600a,1128.2,0.5,1800.0,677.7,1110.1,222.35,289.02,538.29,1.0,2.096,0.477,6.8,26.32,85.3,7.19,21.78,106.6,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600a,0.4,30,100.0,,R1270,R600a,1128.2,0.5,1800.0,586.5,955.5,220.03,250.06,494.83,1.0,2.28,0.46,8.8,29.63,89.2,8.3,21.78,107.0,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600a,0.4,40,100.0,,R1270,R600a,1128.2,0.5,1800.0,514.6,824.7,217.3,212.71,452.64,1.0,2.492,0.438,11.22,33.25,93.6,9.52,21.78,107.4,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.4,50,100.0,,R1270,R600a,1128.2,0.5,1800.0,458.2,713.5,214.64,176.98,412.23,1.0,2.737,0.41,14.1,37.21,98.3,10.88,21.78,107.8,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.4,60,100.0,,R1270,R600a,1128.2,0.5,1800.0,414.7,618.5,212.72,142.89,374.32,1.0,3.014,0.373,17.51,41.54,103.4,12.36,21.78,108.3,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.5,20,100.0,,R1270,R600a,1128.2,0.5,1800.0,755.9,909.5,276.73,237.43,541.22,1.0,2.085,0.474,6.81,30.8,95.1,8.69,21.78,107.1,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.5,30,100.0,,R1270,R600a,1128.2,0.5,1800.0,647.0,804.9,269.19,206.64,500.87,1.0,2.252,0.454,8.82,33.89,97.8,9.74,21.78,107.5,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.5,40,100.0,,R1270,R600a,1128.2,0.5,1800.0,562.1,713.5,261.32,176.98,461.37,1.0,2.445,0.429,11.26,37.21,101.0,10.88,21.78,107.8,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.5,50,100.0,,R1270,R600a,1128.2,0.5,1800.0,495.8,633.4,253.52,148.46,423.14,1.0,2.666,0.399,14.16,40.79,104.6,12.11,21.78,108.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.5,60,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R1270,R600a,0.6,20,100.0,,R1270,R600a,1128.2,0.5,1800.0,842.5,748.6,339.69,188.71,556.21,1.0,2.028,0.461,6.85,35.85,104.7,10.41,21.78,107.7,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.6,30,100.0,,R1270,R600a,1128.2,0.5,1800.0,714.9,680.2,326.09,165.43,517.39,1.0,2.181,0.439,8.88,38.61,106.3,11.36,21.78,108.0,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.6,40,100.0,,R1270,R600a,1128.2,0.5,1800.0,615.9,618.5,312.17,142.89,479.01,1.0,2.355,0.413,11.33,41.54,108.4,12.36,21.78,108.3,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.6,50,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R1270,R600a,0.6,60,100.0,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=43.9 bar ≥ 0.95·p_crit=43.3 bar,NOSOLVE
R1270,R600a,0.7,20,100.0,,R1270,R600a,1128.2,0.5,1800.0,941.6,618.5,414.6,142.89,586.83,1.0,1.923,0.436,6.94,41.54,114.2,12.36,21.78,108.3,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.7,30,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R1270,R600a,0.7,40,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R1270,R600a,0.7,50,100.0,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=44.7 bar ≥ 0.95·p_crit=43.3 bar,NOSOLVE
R1270,R600a,0.7,60,100.0,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=93.0 °C ≥ T_crit=91.1 °C,NOSOLVE
R1270,R600,0.3,20,100.0,,R1270,R600,1128.2,0.5,1800.0,634.5,1599.9,182.84,313.2,522.14,1.0,2.161,0.492,6.75,22.35,75.5,4.23,16.8,105.0,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600,0.3,30,100.0,,R1270,R600,1128.2,0.5,1800.0,551.2,1330.7,183.39,270.62,477.9,1.0,2.361,0.477,8.74,25.8,80.6,5.09,16.8,105.2,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600,0.3,40,100.0,,R1270,R600,1128.2,0.5,1800.0,485.4,1112.6,183.73,229.73,435.22,1.0,2.592,0.456,11.15,29.63,86.2,6.08,16.8,105.7,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600,0.3,50,100.0,,R1270,R600,1128.2,0.5,1800.0,433.7,934.5,184.32,190.57,394.62,1.0,2.859,0.429,14.01,33.89,92.1,7.2,16.8,106.3,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.3,60,100.0,,R1270,R600,1128.2,0.5,1800.0,394.2,788.2,185.91,153.15,356.9,1.0,3.161,0.392,17.41,38.61,98.4,8.47,16.8,106.9,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.4,20,100.0,,R1270,R600,1128.2,0.5,1800.0,702.0,1296.7,229.98,264.67,520.68,1.0,2.167,0.494,6.75,26.32,85.4,5.22,16.8,105.3,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600,0.4,30,100.0,,R1270,R600,1128.2,0.5,1800.0,603.3,1112.6,226.17,229.73,479.89,1.0,2.351,0.475,8.75,29.63,89.3,6.08,16.8,105.7,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600,0.4,40,100.0,,R1270,R600,1128.2,0.5,1800.0,526.2,957.8,222.16,196.06,440.23,1.0,2.563,0.451,11.17,33.25,93.6,7.03,16.8,106.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.4,50,100.0,,R1270,R600,1128.2,0.5,1800.0,466.1,827.2,218.41,163.66,402.18,1.0,2.805,0.421,14.05,37.21,98.4,8.09,16.8,106.7,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.4,60,100.0,,R1270,R600,1128.2,0.5,1800.0,420.1,716.3,215.59,132.54,366.45,1.0,3.079,0.381,17.46,41.54,103.4,9.27,16.8,107.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.5,20,100.0,,R1270,R600,1128.2,0.5,1800.0,775.8,1058.0,283.59,218.36,528.36,1.0,2.135,0.486,6.77,30.8,95.1,6.38,16.8,105.9,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.5,30,100.0,,R1270,R600,1128.2,0.5,1800.0,660.9,934.5,274.72,190.57,489.78,1.0,2.303,0.465,8.78,33.89,97.8,7.2,16.8,106.3,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.5,40,100.0,,R1270,R600,1128.2,0.5,1800.0,571.8,827.2,265.71,163.66,451.97,1.0,2.496,0.439,11.22,37.21,101.0,8.09,16.8,106.7,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.5,50,100.0,,R1270,R600,1128.2,0.5,1800.0,502.6,733.6,256.96,137.64,415.36,1.0,2.716,0.407,14.12,40.79,104.6,9.06,16.8,107.1,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.5,60,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R1270,R600,0.6,20,100.0,,R1270,R600,1128.2,0.5,1800.0,858.3,868.3,345.6,174.32,547.28,1.0,2.061,0.469,6.82,35.85,104.7,7.72,16.8,106.5,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.6,30,100.0,,R1270,R600,1128.2,0.5,1800.0,726.1,788.2,330.89,153.15,509.51,1.0,2.214,0.446,8.86,38.61,106.3,8.47,16.8,106.9,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.6,40,100.0,,R1270,R600,1128.2,0.5,1800.0,623.8,716.3,316.02,132.54,472.17,1.0,2.389,0.419,11.3,41.54,108.4,9.27,16.8,107.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.6,50,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R1270,R600,0.6,60,100.0,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=43.9 bar ≥ 0.95·p_crit=43.3 bar,NOSOLVE
R1270,R600,0.7,20,100.0,,R1270,R600,1128.2,0.5,1800.0,953.5,716.3,419.45,132.54,581.04,1.0,1.942,0.44,6.92,41.54,114.3,9.27,16.8,107.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.7,30,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R1270,R600,0.7,40,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R1270,R600,0.7,50,100.0,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=44.7 bar ≥ 0.95·p_crit=43.3 bar,NOSOLVE
R1270,R600,0.7,60,100.0,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=93.0 °C ≥ T_crit=91.1 °C,NOSOLVE
R717,R600a,0.3,20,100.0,,R717-LP,R600a,1128.2,0.5,1800.0,529.2,1362.2,165.05,343.44,535.26,1.0,2.108,0.48,5.18,22.52,142.9,5.89,21.78,106.2,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.3,30,100.0,,R717-LP,R600a,1128.2,0.5,1800.0,432.3,1138.5,163.94,295.67,483.8,1.0,2.332,0.471,7.12,26.79,139.7,7.02,21.78,106.5,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.3,40,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,357.9,955.5,161.81,250.06,433.54,1.0,2.602,0.458,9.59,31.63,137.7,8.3,21.78,107.0,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.3,50,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,299.8,804.9,158.78,206.64,384.65,1.0,2.933,0.441,12.68,37.1,136.7,9.74,21.78,107.5,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.3,60,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,254.0,680.2,154.97,165.43,337.27,1.0,3.345,0.416,16.48,43.24,136.6,11.36,21.78,108.0,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.4,20,100.0,,R717-LP,R600a,1128.2,0.5,1800.0,568.1,1110.1,205.03,289.02,520.05,1.0,2.169,0.494,5.14,27.44,164.3,7.19,21.78,106.6,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.4,30,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,458.1,955.5,198.87,250.06,472.55,1.0,2.387,0.483,7.08,31.63,157.5,8.3,21.78,107.0,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.4,40,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,375.0,824.7,191.75,212.71,425.74,1.0,2.65,0.467,9.56,36.27,152.2,9.52,21.78,107.4,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.4,50,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,311.1,713.5,183.79,176.98,379.76,1.0,2.971,0.447,12.65,41.41,148.3,10.88,21.78,107.8,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
