Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,285.2,240.9,44.3,0,84.47,6.616,11.69,57.81,69.75,8.978,5.849,14.83,39.45,20.64,56.3,80.41
COMP2,349.5,298.3,51.13,0,85.37,7.637,13.49,69.44,83.42,10.16,6.964,17.12,40.67,20.14,55.19,77.67
IHX,134,110,23.95,0,82.13,3.577,6.317,38.79,43.55,6.932,1.478,8.41,17.57,36.73,80.41,109.9
MOT1,299.4,284.4,14.97,0,95,2.236,3.949,54.46,56.51,2.723,0,2.723,0,3.776,50.52,55.19
MOT2,367.9,349.5,18.39,0,95,2.747,4.853,66.91,69.44,3.346,0,3.346,0,3.776,50.52,55.19
SNK_HX,290.8,280.1,10.75,0,96.3,1.605,2.835,91.06,96.53,3.365,3.993,7.357,54.27,10.07,86.98,95.74
SRC_HX,24.98,8.157,16.82,0,32.66,2.513,4.438,40.81,44.91,27.48,1.79,29.27,6.115,237,453.8,1529
VAL1,107,25.77,81.18,0,24.1,12.13,21.42,30.96,42.11,23.5,0,23.5,0,464.4,80.41,453.8
VAL2,117.6,,117.6,0,,17.56,31.02,35.92,,35.92,0,35.92,0,inf,84.86,
TOT,669.5,280.1,379,10.38,41.83,56.62,100,121.4,141.4,68.72,20.07,88.79,22.61,178.6,50.36,140.3
