Connection,E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,266.89228720177306,8.294466634084376,8.09544387134185,0.199022762742527,0.0,-0.0,0.0,0.0,-0.0,0.0
12,267.3949612025344,8.310088714328247,8.096040431906557,0.21404828242169036,0.1660781448673498,4.182995963219756,4.349074108087106,0.17708825432783715,168.7041004046306,4.5179465450744525
13,142.09404640875408,4.4159924559693975,4.216969693226871,0.199022762742527,0.08650481794194613,3.8893627349960793,3.9758675529380256,0.1770882543277754,168.70410040463162,7.7723710563981525
21,592.6693989191292,367.2812055102473,73.24903966341284,294.0321658468344,21.40239949023856,128.94612523199035,150.34852472222892,50.29724892478819,75.49134338258854,70.466737722031
22,970.1058666001759,601.1811185245516,299.8735341702802,301.3075843542714,120.78727585278422,132.13671842193122,252.92399427471543,69.33727170253522,75.4913433825873,72.42164746671484
22c,553.6169454819446,343.0801379290626,41.821345257487145,301.25879267157546,16.84538910753691,132.11532110844874,148.96071021598564,69.33727170253532,75.49134338258854,74.7411642611028
23,553.6169454819446,343.0801379290626,41.821345257487145,301.25879267157546,16.84538910753691,132.11532110844888,148.96071021598578,69.33727170253532,75.49134338258862,74.74116426110288
24,508.7523115236981,315.27722305778343,21.216415871376636,294.0608071864068,8.545846113275775,128.95868572770578,137.50453184098154,69.33727170253523,75.49134338258855,75.07720834676218
31,1077.3200737552881,103.01782590446395,72.69037376061064,30.327452143853296,256.6892846376238,95.61633584499893,352.3056204826227,93.79851549648377,83.74546495974931,90.83899459438966
32,1401.2240736090719,133.99087345047678,101.46680290249368,32.52407054798311,347.4155579888712,102.54183034603139,449.9573883349026,90.94742638995005,83.7454649597493,89.19926925351437
32c,816.5762259011069,78.08441476856082,45.603288439237545,32.481126329323274,156.14261458962145,102.40643589170985,258.5490504813313,90.94742638995007,83.7454649597493,87.95159399847198
33,816.5762259011069,78.08441476856082,45.603288439237545,32.481126329323274,156.14261458962145,102.40643589170985,258.5490504813313,90.94742638995007,83.7454649597493,87.95159399847198
34,743.490508251281,71.09565449167509,40.74234791046998,30.353306581205107,139.49907879422094,95.69784966795997,235.1969284621809,90.94742638995008,83.7454649597493,87.87264854537034
41,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508,0.0,0.0,0.0,0.0,0.0,0.0
42,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606,0.4672000965882567,3.7053429776488804,4.172543074237137,2.201945437878742,8843.93381801607,19.626720201550093
43,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508,213.68872564733644,3.1472019403640847,216.83592758770055,95.77212357731956,8843.933818016074,97.16715559561895
