Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,285.4,239.4,45.98,0,83.89,7.684,14.17,57.05,68.56,9.191,7.043,16.23,43.38,20.19,55.52,79.55
COMP2,281.6,239.2,42.38,0,84.95,7.081,13.06,55.35,65.95,8.331,6.477,14.81,43.74,19.15,54.61,76.59
IHX,134.6,111.3,23.28,0,82.7,3.89,7.176,38.55,45.53,6.667,4.717,11.38,41.44,42.81,79.55,113.6
MOT1,299.5,284.5,14.97,0,95,2.502,4.616,54.47,55.93,2.723,0,2.723,0,2.674,50.52,54.61
MOT2,296.4,281.6,14.82,0,95,2.476,4.568,53.91,55.35,2.695,0,2.695,0,2.674,50.52,54.61
SNK_HX,273,261.9,11.14,0,95.92,1.861,3.434,87.46,92.31,3.569,3.761,7.33,51.31,10.03,88.99,97.91
SRC_HX,29.35,9.582,19.77,0,32.65,3.303,6.093,36.15,40.1,24.35,2.03,26.38,7.697,239.8,342.1,1163
VAL1,104.8,30.26,74.56,0,28.87,12.46,22.98,30.02,37.27,21.35,0,21.35,0,330.1,79.55,342.1
VAL2,77.5,,77.5,0,,12.95,23.89,24.02,,24.02,0,24.02,0,inf,86.08,
TOT,598.5,261.9,324.4,12.19,43.76,54.21,100,108.4,132.4,58.75,24.03,82.78,29.03,179.2,50.3,140.5
