Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,267.6,225,42.66,0,84.06,7.064,13.17,52.79,63.3,8.414,5.808,14.22,40.84,19.9,54.79,78.15
COMP2,280.9,239.5,41.34,0,85.28,6.846,12.77,55.41,66.84,8.155,6.885,15.04,45.78,20.64,54.79,77.51
IHX,144,121.9,22.13,0,84.63,3.665,6.835,76.43,83.34,11.74,4.468,16.21,27.56,28.83,147.4,189.9
MOT1,281.7,267.6,14.09,0,95,2.333,4.35,51.24,52.79,2.562,0,2.562,0,3.027,50.52,54.79
MOT2,295.7,280.9,14.78,0,95,2.448,4.566,53.78,55.41,2.689,0,2.689,0,3.027,50.52,54.79
SNK_HX,290.4,280.1,10.33,0,96.44,1.711,3.19,122.3,127.1,4.352,3.57,7.922,45.06,7.678,117,126
SRC_HX,35.8,9.94e-07,35.8,0,2.777e-06,5.929,11.06,42.38,47.63,42.38,1.308,43.69,2.993,inf,328.8,1.331e+10
VAL1,80.93,9.314,71.61,0,11.51,11.86,22.12,34.49,42.38,30.52,0,30.52,0,967.6,118.4,1264
VAL2,71.06,,71.06,0,,11.77,21.94,27.83,,27.83,0,27.83,0,inf,108.8,
TOT,603.9,280.1,323.8,0,46.38,53.62,100,105,127.1,56.31,22.04,78.35,28.13,160.9,48.31,126
