Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,54.208778061660425,25.000000000024272,3.0000000000000004,105.1040826430525,367.1483541315811,20.34575882412132,0.37532221812819305,0.17629945538566608,0.199022762742527
12,54.208778061660425,25.001175819473076,3.1500000000000004,105.12288641079195,367.16096772974134,21.164641582305055,0.39042830956696867,0.17638002714527828,0.21404828242169036
13,54.208778061660425,20.000000000012847,3.0000000000000004,84.19424925876591,296.4216479103904,10.78878076611593,0.19902276258365578,-1.588712223110633e-10,0.199022762742527
21,1.2556507236138421,19.269498405633897,7.106851331508352,1635.5663262513417,5975.226172496897,337.3696307300109,268.68111042777866,0.0025851207684381735,268.6785253070102
22,1.2556507236138421,204.07618953742713,44.10561927539657,2028.9088443951857,6197.974604374945,749.2780848372134,596.7249257665728,297.9994755817524,298.72545018482043
22c,1.2556507236138421,77.60504566398129,43.80561927539657,732.0381195841305,2701.9794365451594,407.716299759077,324.70518440481897,26.028633605136246,298.67655079968273
23,1.2556507236138421,77.60504566398129,43.80561927539657,732.0381195841305,2701.9794365451594,407.716299759077,324.70518440481897,26.028633605136246,298.67655079968273
24,1.2556507236138421,15.000000000012847,7.281851331508352,732.0381195841305,2829.1642477952223,360.9003326223377,287.42095698686313,15.563937759055523,271.8570192278076
31,2.79675931380505,77.41617906425341,35.00198664637337,1651.233054757853,5366.975529966775,1293.9389168370965,462.65651479199516,165.4158598666735,297.2406549253217
32,2.79675931380505,186.0779199131161,100.26666006840466,1856.1440353834116,5484.683381023478,1770.5204753992532,633.0614388802813,325.21719766836776,307.8442412119135
32c,2.79675931380505,125.2126620950138,100.01666006840466,1068.9817841516906,3562.511058931816,1144.948525745472,409.3840038697307,101.58020308363153,307.80380078609915
33,2.79675931380505,125.2126620950138,100.01666006840466,1068.9817841516906,3562.511058931816,1144.948525745472,409.3840038697307,101.58020308363153,307.80380078609915
34,2.79675931380505,72.60504566398112,35.151986646373366,1068.9817841516906,3681.8694985580196,1047.09012270351,374.39407729330907,77.1289419731287,297.2651353201803
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
