Connection,E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,4.788719428273546,0.19902276258365578,-1.588712223110633e-10,0.199022762742527,6.260162063227071e-16,7.806250959972368e-15,8.432267166295076e-15,-4.549055093350694e-05,4.528148026178246e-13,4.891279328775424e-13
12,5.150251145693193,0.21404829127461372,8.852923361502007e-09,0.21404828242169036,1.9056081712598427e-06,3.1772531877350074,3.1772550933431787,2485.0078150903264,171.36452989619065,171.3646255872451
13,22.385371200128336,0.9303527768625941,0.731330014120067,0.199022762742527,50.52410034568775,2.9542199554292825,53.47832030111703,797.5649290135424,171.3645298961903,663.6069976113394
21,434.6304962254759,103.7352323740593,0.35469061655440964,103.3805417575049,1.0966540428468425,126.8289929191239,127.92564696197076,204.98568448023022,81.33609689230163,81.75887850135143
22,738.1081421878499,176.16761895907152,48.16244616703439,128.00517279203714,59.08650157990733,157.03890575204832,216.12540733195564,81.33609689230158,81.3360968923016,81.3360968923016
22c,559.7293295670845,133.59313847847415,5.645730338414869,127.94740814005927,6.9262772369068415,156.96803910236616,163.89431633927302,81.33609689230173,81.33609689230158,81.3360968923016
23,559.7293295670845,133.59313847847415,5.645730338414869,127.94740814005927,6.9262772369068415,156.96803910236616,163.89431633927302,81.33609689230173,81.33609689230158,81.3360968923016
24,494.29077840351897,117.97462258939893,13.24144921886921,104.73317337052973,40.940718872377275,128.48842420429662,169.42914307667388,204.98568448023258,81.3360968923016,95.21450310410358
31,952.4696938020182,400.6624654725003,105.83799274167791,294.8244727308224,94.7061956175258,173.3004112888859,268.0066069064117,104.55908857337828,68.68486600096399,78.16131072796107
32,1632.4989382846659,686.7211143311523,378.8768731192388,307.8442412119135,255.2008446166746,180.95354541225095,436.1543900289256,78.70621060554552,68.68486600096425,74.21382911131239
32c,973.2028588038761,409.3840038697307,101.58020308363153,307.80380078609915,68.42157825536523,180.92977417521124,249.35135243057647,78.70621060554546,68.68486600096418,71.17145612290832
33,973.2028588038761,409.3840038697307,101.58020308363153,307.80380078609915,68.42157825536523,180.92977417521124,249.35135243057647,78.70621060554546,68.68486600096418,71.17145612290832
34,824.5403061379574,346.8481507479374,51.99914555940544,294.8490051885319,35.02516729736975,173.31483168272774,208.33999898009748,78.7062106055455,68.68486600096399,70.18725647261823
41,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508,0.0,0.0,0.0,0.0,0.0,0.0
42,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606,0.34273346698085405,2.718203729743591,3.060937196724445,1.6153258518950084,6487.824213506521,14.39797189525993
43,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508,198.2850894836567,2.3087568692445535,254.0721666540183,88.8684418704864,6487.824213506522,113.85322545223524
