Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,219.3,184.4,34.85,0,84.11,6.498,12.7,45.13,58.68,7.173,4.038,11.21,36.02,30.01,57.17,88.37
COMP2,261,221.8,39.26,0,84.96,7.321,14.31,53.73,70.51,8.081,6.071,14.15,42.9,31.24,57.17,88.31
IHX,145.2,120.6,24.68,0,83.01,4.601,8.991,49.73,61.03,8.449,4.571,13.02,35.11,47.85,95.11,140.6
MOT1,230.8,219.3,11.54,0,95,2.152,4.205,41.99,45.13,2.099,0,2.099,0,7.499,50.52,57.17
MOT2,274.8,261,13.74,0,95,2.562,5.006,49.98,53.73,2.499,0,2.499,0,7.499,50.52,57.17
SNK_HX,273,261.9,11.16,0,95.91,2.081,4.067,105.9,112.7,4.329,3.773,8.102,46.57,10.98,107.7,119.5
SRC_HX,30.71,10.64,20.07,0,34.63,3.743,7.314,2.248e-13,7.753,1.47e-13,2.276,2.276,100,inf,2.033e-12,202.5
VAL1,49.84,,49.84,0,,9.293,18.16,16.7,,16.7,0,16.7,0,inf,93.1,
VAL2,69.31,,69.31,0,,12.92,25.25,25.66,,25.66,0,25.66,0,inf,102.9,
TOT,536.3,261.9,274.5,0,48.83,51.17,100,91.96,112.7,47.06,20.73,67.79,30.58,151,47.63,119.5
