Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,22.836862928659375,20.000000000012847,3.0000000000000004,84.19424925876591,296.4216479103904,4.545055548806064,0.19902276258365578,-1.588712223110633e-10,0.199022762742527
12,22.836862928659375,20.001115997730494,3.1500000000000004,84.21303115883883,296.4344617305574,4.88819148795211,0.21404829127461372,8.852923361502007e-09,0.21404828242169036
13,22.836862928659375,9.999999999997783,3.0000000000000004,42.312658505312875,151.05947575370618,21.24633884050868,0.9303527768625941,0.731330014120067,0.199022762742527
21,5.6436155304192015,8.906424438914257,5.3361660578019245,588.0241001514664,2400.080864483442,496.824878283304,88.03308368640775,0.38402340029322296,87.64906028611452
22,5.6436155304192015,102.59517353579486,31.680462600916567,702.3570055181196,2480.2883891826746,1009.3784329933119,178.85315318748093,64.87446331665328,113.97868987082767
22c,5.6436155304192015,75.10504566398129,31.380462600916566,418.4744450073916,1683.3026788976022,725.8082009211059,128.6069536468218,14.687521031915589,113.91943261490623
23,5.6436155304192015,75.10504566398129,31.380462600916566,418.4744450073916,1683.3026788976022,725.8082009211059,128.6069536468218,14.687521031915589,113.91943261490623
24,5.6436155304192015,4.999999999997783,5.511166057801924,418.4744450073916,1785.3370062180807,556.9999678535539,98.6955905928235,9.439255772049364,89.25633482077414
31,2.745304023856336,74.9079397803684,33.05495364801534,1652.568889037439,5392.144454184794,1253.5444682553891,456.6140789370686,159.6912323471501,296.9228465899185
32,2.745304023856336,189.8627435534334,100.26666006840506,1870.897833695672,5516.679566199282,1752.6996995097666,638.4355555082545,330.5913142963399,307.8442412119147
32c,2.745304023856336,125.21266209501397,100.01666006840506,1068.9817841516915,3562.5110589318197,1123.8835531259895,409.3840038697307,101.58020308363106,307.80380078609966
33,2.745304023856336,125.21266209501397,100.01666006840506,1068.9817841516915,3562.5110589318197,1123.8835531259895,409.3840038697307,101.58020308363106,307.80380078609966
34,2.745304023856336,70.10504566398112,33.20495364801534,1068.9817841516915,3690.762600263309,1020.6685242675641,371.7870645284045,74.83973075601925,296.94733377238526
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
