Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,226.4,196.5,29.92,0,86.79,6.023,13.81,46.11,53.22,6.093,3.313,9.405,35.22,15.43,56.56,75.23
COMP2,195.7,166.9,28.73,0,85.32,5.783,13.25,38.77,47.55,5.692,5.129,10.82,47.4,22.65,55.04,79.12
IHX,203.4,164.7,38.71,0,80.97,7.792,17.86,51.79,59.2,9.858,2.486,12.34,20.14,41.17,70.74,99.86
MOT1,238.4,226.4,11.92,0,95,2.399,5.499,43.35,46.11,2.168,1.24,3.408,36.4,6.354,50.52,56.56
MOT2,206,195.7,10.3,0,95,2.073,4.751,37.46,38.77,1.873,0,1.873,0,3.493,50.52,55.04
SNK_HX,290.5,280.1,10.39,0,96.42,2.092,4.796,93.9,98.87,3.36,3.648,7.008,52.05,9.2,89.8,98.06
SRC_HX,52.48,31.41,21.07,0,59.85,4.241,9.721,-1.249e-14,4.91,-5.015e-15,2.233,2.233,100,inf,-6.612e-14,43.43
VAL1,24.55,,24.55,0,,4.941,11.33,6.343,,6.343,0,6.343,0,inf,71.78,
VAL2,41.15,,41.15,0,,8.283,18.99,12.85,,12.85,0,12.85,0,inf,86.74,
TOT,496.8,280.1,216.7,0,56.37,43.63,100,80.82,98.87,35.26,18.05,53.31,33.86,117,45.19,98.06
