Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,273.7,230.5,43.11,0,84.25,6.872,12.53,54.75,67.53,8.626,5.71,14.34,39.83,23.33,55.58,81.36
COMP2,309.6,264.4,45.26,0,85.38,7.213,13.15,61.95,75.6,9.055,6.236,15.29,40.78,22.04,55.58,79.44
IHX,146.6,125.5,21.08,0,85.62,3.36,6.127,85.04,94.13,12.23,5.633,17.86,31.54,29.27,161.1,208.3
MOT1,288.1,273.7,14.4,0,95,2.296,4.186,52.39,54.75,2.62,0,2.62,0,4.504,50.52,55.58
MOT2,325.9,309.6,16.3,0,95,2.597,4.737,59.28,61.95,2.964,0,2.964,0,4.504,50.52,55.58
SNK_HX,290.9,280.1,10.81,0,96.28,1.723,3.141,129.6,135.4,4.815,4.007,8.822,45.42,8.49,123.8,134.3
SRC_HX,15.73,0.03069,15.69,0,0.1952,2.501,4.562,53.27,57.95,53.16,2.107,55.27,3.813,5.563e+04,940.9,5.244e+05
VAL1,83.95,5.592,78.36,0,6.661,12.49,22.77,40.43,53.27,37.74,0,37.74,0,1878,133.8,2646
VAL2,99.04,,99.04,0,,15.79,28.79,40.14,,40.14,0,40.14,0,inf,112.6,
TOT,627.4,280.1,344,3.309,44.64,54.84,100,111.7,135.4,61.24,23.69,84.93,27.9,171.6,49.44,134.3
