Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,197.9,165.4,32.46,0,83.6,4.857,8.559,41.05,54.52,6.734,5.302,12.04,44.05,32.8,57.62,91.54
COMP2,434.6,370.9,63.7,0,85.34,9.53,16.8,88.96,113.8,13.04,8.821,21.86,40.35,27.92,56.86,85.23
IHX,99.03,80.55,18.48,0,81.34,2.765,4.873,32.63,42.83,6.09,5.554,11.64,47.7,61.37,91.54,147.7
MOT1,207.9,197.5,10.39,0,95,1.555,2.741,37.81,40.43,1.891,0,1.891,0,6.912,50.52,56.86
MOT2,457.5,434.6,22.87,0,95,3.422,6.032,83.21,88.96,4.16,0,4.16,0,6.912,50.52,56.86
SNK_HX,290.7,280.1,10.64,0,96.34,1.591,2.805,101.7,108.3,3.721,3.959,7.68,51.55,10.57,97.18,107.4
SRC_HX,20.64,6.078,14.56,0,29.44,2.179,3.841,32.67,38.29,23.05,1.96,25.01,7.836,298.1,439.6,1750
VAL1,66.41,21.04,45.37,0,31.68,6.789,11.96,21.88,33.29,14.95,0,14.95,0,380.2,91.54,439.6
VAL2,160.8,,160.8,0,,24.05,42.39,54.93,,54.93,0,54.93,0,inf,94.92,
TOT,668.4,280.1,379.2,9.063,41.9,56.74,100,121,146.6,68.67,25.6,94.27,27.15,189.1,50.3,145.4
