Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,180.7,151.2,29.54,0,83.66,6.103,14.33,35.98,44.36,5.881,4.086,9.967,41,23.27,55.3,81.49
COMP2,190.6,161,29.53,0,84.51,6.101,14.33,37.94,48.57,5.879,6.341,12.22,51.89,28,55.3,83.77
IHX,149.7,125.1,24.61,0,83.56,5.084,11.94,40.95,49.02,6.732,4.499,11.23,40.06,43.25,76,108.9
MOT1,190.3,180.7,9.513,0,95,1.966,4.616,34.6,35.98,1.73,0,1.73,0,3.989,50.52,55.3
MOT2,200.6,190.6,10.03,0,95,2.072,4.867,36.49,37.94,1.824,0,1.824,0,3.989,50.52,55.3
SNK_HX,253.6,241.9,11.74,0,95.37,2.425,5.696,86.77,92.09,4.016,3.611,7.628,47.35,11.28,95.04,105.8
SRC_HX,57.11,32.25,24.86,0,56.47,5.137,12.06,-8.743e-14,6.065,-3.806e-14,2.458,2.458,100,inf,-4.252e-13,52.24
VAL1,33.77,,33.77,0,,6.977,16.38,9.469,,9.469,0,9.469,0,inf,77.9,
VAL2,32.51,,32.51,0,,6.716,15.77,10.82,,10.82,0,10.82,0,inf,92.47,
TOT,484,241.9,206.1,36.01,49.98,42.58,100,71.09,92.09,30.27,20.99,51.27,40.95,159.2,40.8,105.8
