Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,183.8,154.6,29.19,0,84.12,5.258,13.88,36.74,45.07,5.835,3.658,9.493,38.53,22.68,55.53,80.98
COMP2,191.6,162.7,28.91,0,84.91,5.208,13.75,38.3,48.58,5.779,5.645,11.42,49.41,26.83,55.53,82.93
IHX,169.5,146.2,23.36,0,86.22,4.208,11.11,40.83,49.42,5.626,4.843,10.47,46.26,40.37,66.9,93.91
MOT1,193.5,183.8,9.674,0,95,1.742,4.6,35.19,36.74,1.759,0,1.759,0,4.404,50.52,55.53
MOT2,201.7,191.6,10.09,0,95,1.817,4.796,36.69,38.3,1.834,0,1.834,0,4.404,50.52,55.53
SNK_HX,272.9,261.9,11.02,0,95.96,1.985,5.24,86.74,92.11,3.503,3.609,7.112,50.75,10.67,88.29,97.71
SRC_HX,76.99,54.57,22.42,0,70.88,4.038,10.66,-6.206e-14,6.068,-1.807e-14,2.478,2.478,100,inf,-2.239e-13,30.89
VAL1,39.65,,39.65,0,,7.142,18.86,10.31,,10.31,0,10.31,0,inf,72.23,
VAL2,35.99,,35.99,0,,6.483,17.11,11.26,,11.26,0,11.26,0,inf,86.91,
TOT,555.2,261.9,210.3,83.01,47.17,37.88,100,71.88,92.11,27.23,20.23,47.46,42.63,171.7,35.96,97.71
