Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,184.3,154.6,29.74,0,83.87,6.097,14.19,36.7,44.63,5.922,3.602,9.524,37.82,21.6,55.31,80.2
COMP2,190.6,161,29.53,0,84.51,6.054,14.08,37.95,48.58,5.879,6.341,12.22,51.89,28.03,55.31,83.8
IHX,151.4,125.1,26.28,0,82.64,5.388,12.53,40.85,48.75,7.093,4.071,11.16,36.47,44.4,74.97,108.3
MOT1,194,184.3,9.701,0,95,1.989,4.627,35.29,36.7,1.765,0,1.765,0,4,50.52,55.31
MOT2,200.6,190.6,10.03,0,95,2.056,4.784,36.49,37.95,1.824,0,1.824,0,4,50.52,55.31
SNK_HX,253.6,241.9,11.74,0,95.37,2.407,5.599,86.53,91.85,4.005,3.611,7.617,47.41,11.3,94.78,105.5
SRC_HX,56.91,32.23,24.68,0,56.64,5.06,11.77,4.996e-14,6.041,2.167e-14,2.45,2.45,100,inf,2.439e-13,52.07
VAL1,35.45,,35.45,0,,7.269,16.91,9.82,,9.82,0,9.82,0,inf,76.94,
VAL2,32.51,,32.51,0,,6.664,15.5,10.8,,10.8,0,10.8,0,inf,92.27,
TOT,487.7,241.9,209.7,36.22,49.59,42.98,100,71.78,91.85,30.85,20.08,50.93,39.42,158.1,40.88,105.5
