Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,251.1,211.8,39.26,0,84.36,6.058,10.67,50.43,62.14,7.885,4.704,12.59,37.37,23.22,55.79,81.49
COMP2,341.4,291.4,49.93,0,85.37,7.706,13.57,68.56,84.29,10.03,6.81,16.84,40.44,22.93,55.79,80.34
IHX,136.1,113.1,23.05,0,83.07,3.557,6.264,81.22,86.86,13.75,1.525,15.28,9.984,28.74,165.7,213.3
MOT1,264.3,251.1,13.21,0,95,2.039,3.592,48.07,50.43,2.404,0,2.404,0,4.907,50.52,55.79
MOT2,359.3,341.4,17.97,0,95,2.773,4.883,65.36,68.56,3.268,0,3.268,0,4.907,50.52,55.79
SNK_HX,290.8,280.1,10.76,0,96.3,1.66,2.924,125.8,131.7,4.652,3.996,8.648,46.2,8.726,120.1,130.6
SRC_HX,32.97,8.691e-07,32.97,0,2.636e-06,5.087,8.96,47.17,54.27,47.17,1.22,48.39,2.522,inf,397.5,1.735e+10
VAL1,75.67,8.584,67.09,0,11.34,10.35,18.23,35.19,47.17,31.2,0,31.2,0,1081,129.2,1526
VAL2,113.7,,113.7,0,,17.55,30.9,45.38,,45.38,0,45.38,0,inf,110.9,
TOT,648,280.1,367.9,0,43.22,56.78,100,113.4,131.7,64.41,18.26,82.66,22.08,168.6,48.62,130.6
