Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,199.1,172.3,26.79,0,86.55,4.87,9.922,41.03,49.68,5.52,4.13,9.65,42.8,21.1,57.25,80.1
COMP2,313.5,267.4,46.16,0,85.28,8.393,17.1,62.82,78.33,9.249,7.713,16.96,45.47,24.69,55.65,81.38
IHX,145.1,107.2,37.88,0,73.89,6.887,14.03,58.12,66.69,15.18,2.17,17.35,12.51,55.3,111.3,172.8
MOT1,209.6,199.1,10.48,0,95,1.905,3.881,38.12,41.03,1.906,1.141,3.047,37.45,7.638,50.52,57.25
MOT2,330,313.5,16.5,0,95,3,6.113,60.03,62.82,3.002,0,3.002,0,4.645,50.52,55.65
SNK_HX,290.4,280.1,10.32,0,96.45,1.876,3.822,113.6,118.9,4.038,3.537,7.575,46.7,8.503,108.7,117.9
SRC_HX,19.27,0.001162,19.27,0,0.006028,3.503,7.138,12.39,17.72,12.39,2.074,14.47,14.33,2.372e+06,178.6,4.238e+06
VAL1,27.24,8.854,18.39,0,32.5,3.343,6.811,9.286,12.39,6.268,0,6.268,0,310.6,94.68,388.8
VAL2,84.18,,84.18,0,,15.3,31.18,31.39,,31.39,0,31.39,0,inf,103.6,
TOT,550,280.1,270,0,50.92,49.08,100,98.15,118.9,48.17,20.76,68.94,30.12,137.9,49.57,117.9
