Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,457,457,83.12,50.52
e2,power,215.2,215.2,39.14,50.52
e3,power,204.4,204.4,41.15,55.91
e4,power,241.8,241.8,43.98,50.52
e5,power,229.7,229.7,44.94,54.34
