Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,215,181.4,33.62,0,84.36,5.799,14.44,43.45,54.09,6.794,3.874,10.67,36.32,24.49,56.12,82.82
COMP2,183.8,156.2,27.57,0,85,4.754,11.84,37.14,47.43,5.57,4.747,10.32,46.01,27.71,56.12,84.33
IHX,182.1,158.6,23.51,0,87.09,4.054,10.09,46.51,56.97,6.003,5.736,11.74,48.86,40.66,70.94,99.78
MOT1,226.4,215,11.32,0,95,1.952,4.86,41.17,43.45,2.059,0,2.059,0,5.53,50.52,56.12
MOT2,193.5,183.8,9.674,0,95,1.668,4.154,35.19,37.14,1.76,0,1.76,0,5.53,50.52,56.12
SNK_HX,273.1,261.9,11.27,0,95.87,1.944,4.839,90.92,97,3.751,3.812,7.564,50.4,11.28,92.47,102.9
SRC_HX,74.92,53.66,21.26,0,71.62,3.667,9.129,-2.342e-15,6.747,-6.645e-16,2.47,2.47,100,inf,-8.683e-15,34.93
VAL1,52.97,,52.97,0,,9.135,22.74,14.32,,14.32,0,14.32,0,inf,75.13,
VAL2,41.71,,41.71,0,,7.193,17.91,13.48,,13.48,0,13.48,0,inf,89.78,
TOT,579.8,261.9,232.9,85.07,45.16,40.17,100,76.36,97,30.67,20.64,51.31,40.22,181.3,36.58,102.9
