Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,217.3,182,35.36,0,83.73,5.939,10.98,43.92,54.53,7.146,5.006,12.15,41.19,24.18,56.13,83.26
COMP2,346.1,293.9,52.18,0,84.92,8.763,16.2,69.16,85.38,10.43,7.946,18.37,43.25,23.47,55.5,80.7
IHX,108.4,84.52,23.87,0,77.98,4.008,7.409,32.48,40.33,7.153,4.06,11.21,36.2,59.22,83.26,132.6
MOT1,228.2,216.7,11.41,0,95,1.916,3.541,41.5,43.31,2.075,0,2.075,0,4.363,50.52,55.5
MOT2,364.3,346.1,18.22,0,95,3.059,5.654,66.26,69.16,3.313,0,3.313,0,4.363,50.52,55.5
SNK_HX,273,261.9,11.08,0,95.94,1.861,3.441,91.32,96.81,3.709,3.724,7.433,50.11,10.49,92.94,102.7
SRC_HX,27.04,8.446,18.6,0,31.23,3.124,5.773,28.74,33.79,19.76,2.099,21.86,9.602,276.5,295.2,1111
VAL1,73.57,27.62,45.95,0,37.54,7.717,14.26,22.05,29.34,13.77,0,13.77,0,254.5,83.26,295.2
VAL2,105.5,,105.5,0,,17.72,32.74,34.39,,34.39,0,34.39,0,inf,90.57,
TOT,595.5,261.9,322.2,11.43,43.98,54.1,100,107.8,130.6,58.3,22.83,81.14,28.14,175.6,50.27,138.5
