Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,371.5,371.5,67.57,50.52
e2,power,170.9,170.9,31.09,50.52
e3,power,162.4,162.4,32.88,56.25
e4,power,200.6,200.6,36.49,50.52
e5,power,190.6,190.6,37.41,54.54
