Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,627.1,627.1,114.1,50.52
e2,power,141.2,141.2,25.69,50.52
e3,power,134.2,134.2,29.46,60.99
e4,power,485.8,485.8,88.37,50.52
e5,power,461.5,461.5,98.3,59.16
