Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,208.6,175.3,33.27,0,84.05,5.559,10.45,44.24,61.65,7.057,4.359,11.42,38.18,39.35,58.92,97.69
COMP2,333.3,284.6,48.75,0,85.38,8.145,15.31,70.7,96.48,10.34,6.66,17,39.18,36.47,58.92,94.18
IHX,136.1,116.2,19.94,0,85.35,3.332,6.262,51.45,65.21,7.538,5.932,13.47,44.04,48.48,105,155.9
MOT1,219.5,208.6,10.98,0,95,1.834,3.447,39.93,44.24,1.997,0,1.997,0,10.78,50.52,58.92
MOT2,350.9,333.3,17.54,0,95,2.931,5.509,63.82,70.7,3.191,0,3.191,0,10.78,50.52,58.92
SNK_HX,290.8,280.1,10.77,0,96.3,1.8,3.382,118.6,126.9,4.394,3.998,8.392,47.65,11.04,113.3,125.8
SRC_HX,28.11,11.61,16.51,0,41.28,2.758,5.184,-4.02e-14,8.645,-2.361e-14,2.17,2.17,100,inf,-3.972e-13,206.9
VAL1,50.77,,50.77,0,,8.483,15.94,18.84,,18.84,0,18.84,0,inf,103.1,
VAL2,109.9,,109.9,0,,18.37,34.52,43.04,,43.04,0,43.04,0,inf,108.8,
TOT,598.5,280.1,318.5,0,46.79,53.21,100,103.7,126.9,55.2,23.12,78.32,29.52,161.3,48.15,125.8
