Connection,E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,4.5395752717243045,0.19902276258365578,-1.588712223110633e-10,0.199022762742527,-3.724479468492225e-15,2.341875287991711e-15,-1.3826041805005144e-15,0.00028549951546046233,1.4329995073848735e-13,-8.460190520418862e-14
12,4.882297468947278,0.21404829127461372,8.852923361502007e-09,0.21404828242169036,1.9096854597666635e-06,3.184051328049399,3.184053237734859,2627.0005558859534,181.1562577745583,181.15635893337623
13,21.220720710527953,0.9303527768625941,0.731330014120067,0.199022762742527,42.83936997850085,2.9605408875646644,45.79991086606552,713.369776690019,181.15625777455818,599.5176901076825
21,209.34808315038407,221.97244997112486,0.5542279831863125,221.41822198793855,0.28476702970995915,64.31888388537405,64.60365091508402,151.33132744416704,85.55644418798157,85.72067304113939
22,480.3469615553714,509.31343763983205,213.46361650079,295.84982113904204,62.008182706002195,85.94021811984047,147.94840082584267,85.55644418798106,85.55644418798141,85.55644418798127
22c,288.078241662928,305.45029179636214,9.64949271229547,295.8007990840666,2.803042115245151,85.92597790133698,88.72902001658214,85.55644418798106,85.55644418798153,85.55644418798151
23,288.078241662928,305.45029179636214,9.64949271229547,295.8007990840666,2.803042115245144,85.92597790133699,88.72902001658214,85.55644418798084,85.55644418798154,85.55644418798151
24,265.118838414834,281.1063622405635,55.0395880250911,226.0667742154724,28.279806278017023,65.6692230231083,93.94902930112532,151.3313274441667,85.55644418798154,98.43492352215186
31,684.6602939918545,63.53271575515246,34.39983710640192,29.13287864875054,177.91631887447406,98.57934083463816,276.4956597091122,133.31504858104302,87.22124610373012,112.17877039633264
32,1425.8579057054062,132.31178414370893,99.78771359572583,32.52407054798311,399.1747067121874,110.0543984868777,509.2291051990651,103.11117122274943,87.22124610373012,99.20520737442106
32c,841.4766744374401,78.08441476856096,45.60328843923769,32.481126329323274,182.42405434393572,109.90908456787963,292.33313891181535,103.11117122274827,87.22124610373011,96.50136737541096
33,841.4766744374401,78.08441476856096,45.60328843923769,32.481126329323274,182.42405434393572,109.90908456787963,292.33313891181535,103.11117122274827,87.22124610373011,96.50136737541096
34,576.8427274618382,53.52783761649812,24.36905456327746,29.158783053220656,97.482043205829,98.66699571928469,196.14903892511367,103.11117122274798,87.22124610373011,94.45528486699956
41,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508,0.0,-0.0,0.0,0.0,-0.0,0.0
42,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606,0.34279439294124253,2.718686930798403,3.0614813237396454,1.6156130000388242,6488.97752054863,14.400531348449855
43,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508,238.10303004283972,2.309167285043162,286.2121081939484,106.71425339973858,6488.977520548631,128.25557443188663
