Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,220.7,186.2,34.51,0,84.36,6.105,15.72,44.24,54.08,6.917,3.95,10.87,36.35,22.25,55.68,80.68
COMP2,164.3,139.5,24.76,0,84.93,4.38,11.28,32.93,42.26,4.963,5.107,10.07,50.72,28.35,55.68,84.15
IHX,185.9,161.8,24.13,0,87.03,4.268,10.99,46.01,55.04,5.97,4.913,10.88,45.15,37.47,68.74,94.49
MOT1,232.3,220.7,11.62,0,95,2.055,5.291,42.26,44.24,2.113,0,2.113,0,4.694,50.52,55.68
MOT2,172.9,164.3,8.646,0,95,1.53,3.938,31.45,32.93,1.573,0,1.573,0,4.694,50.52,55.68
SNK_HX,272.9,261.9,11.04,0,95.95,1.954,5.03,88.29,93.8,3.572,3.632,7.205,50.42,10.73,89.86,99.5
SRC_HX,76.15,54.23,21.92,0,71.21,3.878,9.984,2.498e-14,6.233,7.191e-15,2.49,2.49,100,inf,9.112e-14,31.93
VAL1,54.49,,54.49,0,,9.64,24.82,14.31,,14.31,0,14.31,0,inf,72.93,
VAL2,28.43,,28.43,0,,5.029,12.95,9.024,,9.024,0,9.024,0,inf,88.18,
TOT,565.3,261.9,219.5,83.85,46.33,38.84,100,73.71,93.8,28.63,20.09,48.72,41.24,174.7,36.22,99.5
