Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,207.9,179.6,28.33,0,86.37,6.386,15.59,41.84,47.08,5.701,2.999,8.701,34.47,12.52,55.91,72.83
COMP2,137.9,117.2,20.75,0,84.95,4.679,11.42,26.98,33.26,4.06,4.634,8.694,53.3,23.26,54.34,78.84
IHX,214.3,177.6,36.69,0,82.88,8.272,20.19,46.58,51.1,7.976,1.616,9.592,16.85,32.36,60.38,79.92
MOT1,218.8,207.9,10.94,0,95,2.467,6.021,39.8,41.84,1.99,1.173,3.163,37.09,5.122,50.52,55.91
MOT2,145.2,137.9,7.259,0,95,1.637,3.995,26.41,26.98,1.32,0,1.32,0,2.174,50.52,54.34
SNK_HX,272.9,261.9,11.07,0,95.94,2.496,6.093,78.12,82.65,3.169,3.653,6.822,53.55,10.27,79.51,87.68
SRC_HX,79.57,55.48,24.09,0,69.72,5.432,13.26,-9.992e-14,4.273,-3.026e-14,2.367,2.367,100,inf,-3.488e-13,21.4
VAL1,20.73,,20.73,0,,4.674,11.41,4.77,,4.77,0,4.77,0,inf,63.91,
VAL2,21.85,,21.85,0,,4.925,12.02,6.236,,6.236,0,6.236,0,inf,79.28,
TOT,443.6,261.9,181.7,0,59.03,40.97,100,66.21,82.65,27.12,16.44,43.57,37.74,111.5,41.46,87.68
